instance,benchmark_name,class,width,width,width,width,ubound,ubound,ubound,ubound,abs_improvement,abs_improvement,abs_improvement,time,time,time,time,solver,solver_config,wall,wall,error,wall,wall,solver_args,run
,,,mean,amin,amax,std,mean,amin,amax,std,count_nonzero,sum,amax,mean,amin,amax,std,,,amin,std,amax,mean,amax,,count
citybus_20151001_1343.gml.lp.gr,transit,atmost200,9.0,9.0,9.0,,10.0,10.0,10.0,,1,1,1,5.3254,5.3254,5.3254,,tw-limprovement,tcs-b100-n1,3.2642,,0,3.2642,3.2642,-w 1800 -b 100 -r 10,1
citybus_20151001_1343.gml.lp.gr,transit,atmost200,9.0,9.0,9.0,,10.0,10.0,10.0,,1,1,1,6.9816,6.9816,6.9816,,tw-limprovement,jdrasil-b25-n1,6.4421,,0,6.4421,6.4421,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
citybus_20151001_1343.gml.lp.gr,transit,atmost200,9.0,9.0,9.0,,10.0,10.0,10.0,,1,1,1,7.6288,7.6288,7.6288,,tw-limprovement,jdrasil-b125-n1,7.0487,,0,7.0487,7.0487,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
citybus_20151001_1343.gml.lp.gr,transit,atmost200,9.0,9.0,9.0,,10.0,10.0,10.0,,1,1,1,8.943,8.943,8.943,,tw-limprovement,jdrasil-b100-n1,8.2375,,0,8.2375,8.2375,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
citybus_20151001_1343.gml.lp.gr,transit,atmost200,9.0,9.0,9.0,,10.0,10.0,10.0,,1,1,1,9.2608,9.2608,9.2608,,tw-limprovement,jdrasil-b50-n1,8.2993,,0,8.2993,8.2993,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
citybus_20151001_1343.gml.lp.gr,transit,atmost200,9.0,9.0,9.0,,10.0,10.0,10.0,,1,1,1,11.1484,11.1484,11.1484,,tw-limprovement,jdrasil-b75-n1,9.6309,,0,9.6309,9.6309,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
citybus_20151001_1343.gml.lp.gr,transit,atmost200,9.0,9.0,9.0,,10.0,10.0,10.0,,1,1,1,11.8873,11.8873,11.8873,,tw-limprovement,jdrasil-b75t1800-n1,11.0929,,0,11.0929,11.0929,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
citybus_20151001_1343.gml.lp.gr,transit,atmost200,9.0,9.0,9.0,,10.0,10.0,10.0,,1,1,1,14.2098,14.2098,14.2098,,tw-limprovement,jdrasil-b150-n1,13.3878,,0,13.3878,13.3878,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
cityofmadison-archiver_20130830_1512.gml.lp.gr,transit,atmost500,15.0,15.0,15.0,,16.0,16.0,16.0,,1,1,1,2.499,2.499,2.499,,tw-limprovement,htd-b100-n1,1.9435,,0,1.9435,1.9435,-w 1800 -b 100 -r 10 -s htd_main,1
cityofmadison-archiver_20130830_1512.gml.lp.gr,transit,atmost500,15.0,15.0,15.0,,16.0,16.0,16.0,,1,1,1,2.6415,2.6415,2.6415,,tw-limprovement,htd-b150-n1,1.9984,,0,1.9984,1.9984,-w 1800 -b 150 -r 10 -s htd_main,1
cityofmadison-archiver_20130830_1512.gml.lp.gr,transit,atmost500,15.0,15.0,15.0,,16.0,16.0,16.0,,1,1,1,6.2893,6.2893,6.2893,,tw-limprovement,tcs-b50-n1,5.7166,,0,5.7166,5.7166,-w 1800 -b 50 -r 10,1
cityofmadison-archiver_20130830_1512.gml.lp.gr,transit,atmost500,15.0,15.0,15.0,,16.0,16.0,16.0,,1,1,1,6.415,6.415,6.415,,tw-limprovement,tcs-b75-n1,5.8841,,0,5.8841,5.8841,-w 1800 -b 75 -r 10,1
cityofmadison-archiver_20130830_1512.gml.lp.gr,transit,atmost500,15.0,15.0,15.0,,16.0,16.0,16.0,,1,1,1,6.6323,6.6323,6.6323,,tw-limprovement,tcs-b100-n1,5.8615,,0,5.8615,5.8615,-w 1800 -b 100 -r 10,1
cityofmadison-archiver_20130830_1512.gml.lp.gr,transit,atmost500,15.0,15.0,15.0,,16.0,16.0,16.0,,1,1,1,6.6873,6.6873,6.6873,,tw-limprovement,tcs-b125-n1,5.943,,0,5.943,5.943,-w 1800 -b 125 -r 10,1
cityofmadison-archiver_20130830_1512.gml.lp.gr,transit,atmost500,15.0,15.0,15.0,,16.0,16.0,16.0,,1,1,1,6.7668,6.7668,6.7668,,tw-limprovement,tcs-b150-n1,6.0454,,0,6.0454,6.0454,-w 1800 -b 150 -r 10,1
cityofmadison-archiver_20130830_1512.gml.lp.gr,transit,atmost500,15.0,15.0,15.0,,16.0,16.0,16.0,,1,1,1,10.3207,10.3207,10.3207,,tw-limprovement,jdrasil-b75t1800-n1,9.3679,,0,9.3679,9.3679,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
cityofmadison-archiver_20130830_1512.gml.lp.gr,transit,atmost500,15.0,15.0,15.0,,16.0,16.0,16.0,,1,1,1,11.1569,11.1569,11.1569,,tw-limprovement,jdrasil-b100-n1,10.4943,,0,10.4943,10.4943,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
cityofmadison-archiver_20130830_1512.gml.lp.gr,transit,atmost500,15.0,15.0,15.0,,16.0,16.0,16.0,,1,1,1,11.7098,11.7098,11.7098,,tw-limprovement,jdrasil-b25-n1,11.0685,,0,11.0685,11.0685,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
cityofmadison-archiver_20130830_1512.gml.lp.gr,transit,atmost500,15.0,15.0,15.0,,16.0,16.0,16.0,,1,1,1,12.153,12.153,12.153,,tw-limprovement,jdrasil-b150-n1,11.4671,,0,11.4671,11.4671,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
cityofmadison-archiver_20130830_1512.gml.lp.gr,transit,atmost500,15.0,15.0,15.0,,16.0,16.0,16.0,,1,1,1,14.1221,14.1221,14.1221,,tw-limprovement,jdrasil-b50-n1,12.7147,,0,12.7147,12.7147,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
cityofmadison-archiver_20130830_1512.gml.lp.gr,transit,atmost500,15.0,15.0,15.0,,16.0,16.0,16.0,,1,1,1,14.4693,14.4693,14.4693,,tw-limprovement,jdrasil-b75-n1,13.7786,,0,13.7786,13.7786,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
cityofmadison-archiver_20130830_1512.gml.lp.gr,transit,atmost500,15.0,15.0,15.0,,16.0,16.0,16.0,,1,1,1,14.4821,14.4821,14.4821,,tw-limprovement,jdrasil-b125-n1,12.1618,,0,12.1618,12.1618,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
coli_primal_graph-pp.dgf,twlib,atmost500,52.0,52.0,52.0,,53.0,53.0,53.0,,1,1,1,233.438,233.438,233.438,,tw-limprovement,tcs-b75-n1,232.5967,,0,232.5967,232.5967,-w 1800 -b 75 -r 10,1
coli_primal_graph-pp.dgf,twlib,atmost500,51.0,51.0,51.0,,53.0,53.0,53.0,,1,2,2,5.5,5.5,5.5,,tw-limprovement,htd-b150-n1,4.9645,,0,4.9645,4.9645,-w 1800 -b 150 -r 10 -s htd_main,1
coli_primal_graph-pp.dgf,twlib,atmost500,51.0,51.0,51.0,,53.0,53.0,53.0,,1,2,2,6.1669,6.1669,6.1669,,tw-limprovement,htd-b100-n1,5.5284,,0,5.5284,5.5284,-w 1800 -b 100 -r 10 -s htd_main,1
coli_primal_graph-pp.dgf,twlib,atmost500,51.0,51.0,51.0,,53.0,53.0,53.0,,1,2,2,41.3571,41.3571,41.3571,,tw-limprovement,jdrasil-b75-n1,40.5735,,0,40.5735,40.5735,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
coli_primal_graph-pp.dgf,twlib,atmost500,50.0,50.0,50.0,,53.0,53.0,53.0,,1,3,3,20.832,20.832,20.832,,tw-limprovement,jdrasil-b150-n1,20.1124,,0,20.1124,20.1124,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
coli_primal_graph-pp.dgf,twlib,atmost500,50.0,50.0,50.0,,53.0,53.0,53.0,,1,3,3,48.3224,48.3224,48.3224,,tw-limprovement,jdrasil-b100-n1,47.6604,,0,47.6604,47.6604,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
coli_primal_graph-pp.dgf,twlib,atmost500,50.0,50.0,50.0,,53.0,53.0,53.0,,1,3,3,52.8392,52.8392,52.8392,,tw-limprovement,jdrasil-b75t1800-n1,52.0317,,0,52.0317,52.0317,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
coli_primal_graph-pp.dgf,twlib,atmost500,50.0,50.0,50.0,,53.0,53.0,53.0,,1,3,3,77.7099,77.7099,77.7099,,tw-limprovement,jdrasil-b125-n1,77.0431,,0,77.0431,77.0431,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
coli_primal_graph.dimacs,twlib,atmost1000,51.0,51.0,51.0,,53.0,53.0,53.0,,1,2,2,10.7991,10.7991,10.7991,,tw-limprovement,htd-b100-n1,10.0771,,0,10.0771,10.0771,-w 1800 -b 100 -r 10 -s htd_main,1
coli_primal_graph.dimacs,twlib,atmost1000,50.0,50.0,50.0,,53.0,53.0,53.0,,1,3,3,38.6105,38.6105,38.6105,,tw-limprovement,jdrasil-b100-n1,37.9976,,0,37.9976,37.9976,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
coli_primal_graph.dimacs,twlib,atmost1000,50.0,50.0,50.0,,53.0,53.0,53.0,,1,3,3,44.0426,44.0426,44.0426,,tw-limprovement,jdrasil-b75t1800-n1,43.1025,,0,43.1025,43.1025,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
coli_primal_graph.dimacs,twlib,atmost1000,50.0,50.0,50.0,,53.0,53.0,53.0,,1,3,3,45.7198,45.7198,45.7198,,tw-limprovement,jdrasil-b125-n1,44.6218,,0,44.6218,44.6218,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
coli_primal_graph.dimacs,twlib,atmost1000,50.0,50.0,50.0,,53.0,53.0,53.0,,1,3,3,59.9838,59.9838,59.9838,,tw-limprovement,jdrasil-b75-n1,58.2107,,0,58.2107,58.2107,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
coli_primal_graph.dimacs,twlib,atmost1000,50.0,50.0,50.0,,53.0,53.0,53.0,,1,3,3,89.4625,89.4625,89.4625,,tw-limprovement,jdrasil-b150-n1,88.8833,,0,88.8833,88.8833,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
comune-di-milano_20151202_1900.gml.lp.gr,transit,atmost1000,16.0,16.0,16.0,,17.0,17.0,17.0,,1,1,1,4.4027,4.4027,4.4027,,tw-limprovement,htd-b100-n1,3.8578,,0,3.8578,3.8578,-w 1800 -b 100 -r 10 -s htd_main,1
comune-di-milano_20151202_1900.gml.lp.gr,transit,atmost1000,16.0,16.0,16.0,,17.0,17.0,17.0,,1,1,1,4.4118,4.4118,4.4118,,tw-limprovement,htd-b150-n1,3.7931,,0,3.7931,3.7931,-w 1800 -b 150 -r 10 -s htd_main,1
comune-di-milano_20151202_1900.gml.lp.gr,transit,atmost1000,16.0,16.0,16.0,,17.0,17.0,17.0,,1,1,1,7.4509,7.4509,7.4509,,tw-limprovement,tcs-b50-n1,6.7132,,0,6.7132,6.7132,-w 1800 -b 50 -r 10,1
comune-di-milano_20151202_1900.gml.lp.gr,transit,atmost1000,16.0,16.0,16.0,,17.0,17.0,17.0,,1,1,1,7.5411,7.5411,7.5411,,tw-limprovement,tcs-b125-n1,6.9276,,0,6.9276,6.9276,-w 1800 -b 125 -r 10,1
comune-di-milano_20151202_1900.gml.lp.gr,transit,atmost1000,16.0,16.0,16.0,,17.0,17.0,17.0,,1,1,1,7.9275,7.9275,7.9275,,tw-limprovement,tcs-b75-n1,7.3121,,0,7.3121,7.3121,-w 1800 -b 75 -r 10,1
comune-di-milano_20151202_1900.gml.lp.gr,transit,atmost1000,16.0,16.0,16.0,,17.0,17.0,17.0,,1,1,1,8.0467,8.0467,8.0467,,tw-limprovement,tcs-b150-n1,7.3577,,0,7.3577,7.3577,-w 1800 -b 150 -r 10,1
comune-di-milano_20151202_1900.gml.lp.gr,transit,atmost1000,16.0,16.0,16.0,,17.0,17.0,17.0,,1,1,1,8.3841,8.3841,8.3841,,tw-limprovement,tcs-b100-n1,7.5511,,0,7.5511,7.5511,-w 1800 -b 100 -r 10,1
comune-di-milano_20151202_1900.gml.lp.gr,transit,atmost1000,15.0,15.0,15.0,,17.0,17.0,17.0,,1,2,2,13.6268,13.6268,13.6268,,tw-limprovement,jdrasil-b75t1800-n1,12.8198,,0,12.8198,12.8198,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
comune-di-milano_20151202_1900.gml.lp.gr,transit,atmost1000,15.0,15.0,15.0,,17.0,17.0,17.0,,1,2,2,14.9091,14.9091,14.9091,,tw-limprovement,jdrasil-b100-n1,14.2786,,0,14.2786,14.2786,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
comune-di-milano_20151202_1900.gml.lp.gr,transit,atmost1000,15.0,15.0,15.0,,17.0,17.0,17.0,,1,2,2,15.1796,15.1796,15.1796,,tw-limprovement,jdrasil-b50-n1,14.504,,0,14.504,14.504,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
comune-di-milano_20151202_1900.gml.lp.gr,transit,atmost1000,15.0,15.0,15.0,,17.0,17.0,17.0,,1,2,2,15.2088,15.2088,15.2088,,tw-limprovement,jdrasil-b75-n1,14.4995,,0,14.4995,14.4995,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
comune-di-milano_20151202_1900.gml.lp.gr,transit,atmost1000,15.0,15.0,15.0,,17.0,17.0,17.0,,1,2,2,15.3549,15.3549,15.3549,,tw-limprovement,jdrasil-b125-n1,14.7046,,0,14.7046,14.7046,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
comune-di-milano_20151202_1900.gml.lp.gr,transit,atmost1000,15.0,15.0,15.0,,17.0,17.0,17.0,,1,2,2,15.623,15.623,15.623,,tw-limprovement,jdrasil-b150-n1,14.7862,,0,14.7862,14.7862,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
connectoos.com_20150906_0927.gml.lp.gr,transit,atmost1000,51.0,51.0,51.0,,53.0,53.0,53.0,,1,2,2,7.7285,7.7285,7.7285,,tw-limprovement,htd-b150-n1,7.1876,,0,7.1876,7.1876,-w 1800 -b 150 -r 10 -s htd_main,1
connectoos.com_20150906_0927.gml.lp.gr,transit,atmost1000,51.0,51.0,51.0,,53.0,53.0,53.0,,1,2,2,8.0249,8.0249,8.0249,,tw-limprovement,htd-b100-n1,7.2738,,0,7.2738,7.2738,-w 1800 -b 100 -r 10 -s htd_main,1
connectoos.com_20150906_0927.gml.lp.gr,transit,atmost1000,51.0,51.0,51.0,,53.0,53.0,53.0,,1,2,2,44.1779,44.1779,44.1779,,tw-limprovement,jdrasil-b75-n1,43.5291,,0,43.5291,43.5291,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
connectoos.com_20150906_0927.gml.lp.gr,transit,atmost1000,51.0,51.0,51.0,,53.0,53.0,53.0,,1,2,2,55.531,55.531,55.531,,tw-limprovement,jdrasil-b100-n1,54.5653,,0,54.5653,54.5653,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
connectoos.com_20150906_0927.gml.lp.gr,transit,atmost1000,51.0,51.0,51.0,,53.0,53.0,53.0,,1,2,2,57.5723,57.5723,57.5723,,tw-limprovement,jdrasil-b150-n1,56.8066,,0,56.8066,56.8066,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
connectoos.com_20150906_0927.gml.lp.gr,transit,atmost1000,51.0,51.0,51.0,,53.0,53.0,53.0,,1,2,2,61.8417,61.8417,61.8417,,tw-limprovement,jdrasil-b125-n1,61.2372,,0,61.2372,61.2372,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
connectoos.com_20150906_0927.gml.lp.gr,transit,atmost1000,51.0,51.0,51.0,,53.0,53.0,53.0,,1,2,2,61.8472,61.8472,61.8472,,tw-limprovement,tcs-b75-n1,61.2431,,0,61.2431,61.2431,-w 1800 -b 75 -r 10,1
connectoos.com_20150906_0927.gml.lp.gr,transit,atmost1000,51.0,51.0,51.0,,53.0,53.0,53.0,,1,2,2,64.9094,64.9094,64.9094,,tw-limprovement,jdrasil-b75t1800-n1,64.0415,,0,64.0415,64.0415,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
connectoos.com_20150906_0927.gml.lp.gr,transit,atmost1000,51.0,51.0,51.0,,53.0,53.0,53.0,,1,2,2,1689.25,1689.25,1689.25,,tw-limprovement,tcs-b100-n1,1686.8733,,0,1686.8733,1686.8733,-w 1800 -b 100 -r 10,1
cts_20130915_1535.gml.lp.gr,transit,atmost200,11.0,11.0,11.0,,12.0,12.0,12.0,,1,1,1,3.5266,3.5266,3.5266,,tw-limprovement,tcs-b75-n1,2.917,,0,2.917,2.917,-w 1800 -b 75 -r 10,1
cts_20130915_1535.gml.lp.gr,transit,atmost200,11.0,11.0,11.0,,12.0,12.0,12.0,,1,1,1,4.1724,4.1724,4.1724,,tw-limprovement,tcs-b50-n1,3.4559,,0,3.4559,3.4559,-w 1800 -b 50 -r 10,1
cts_20130915_1535.gml.lp.gr,transit,atmost200,11.0,11.0,11.0,,12.0,12.0,12.0,,1,1,1,4.4411,4.4411,4.4411,,tw-limprovement,tcs-b125-n1,3.8157,,0,3.8157,3.8157,-w 1800 -b 125 -r 10,1
cts_20130915_1535.gml.lp.gr,transit,atmost200,11.0,11.0,11.0,,12.0,12.0,12.0,,1,1,1,4.5706,4.5706,4.5706,,tw-limprovement,tcs-b100-n1,3.883,,0,3.883,3.883,-w 1800 -b 100 -r 10,1
cts_20130915_1535.gml.lp.gr,transit,atmost200,11.0,11.0,11.0,,12.0,12.0,12.0,,1,1,1,4.6717,4.6717,4.6717,,tw-limprovement,tcs-b150-n1,3.8985,,0,3.8985,3.8985,-w 1800 -b 150 -r 10,1
cts_20130915_1535.gml.lp.gr,transit,atmost200,11.0,11.0,11.0,,12.0,12.0,12.0,,1,1,1,7.3937,7.3937,7.3937,,tw-limprovement,jdrasil-b125-n1,6.7324,,0,6.7324,6.7324,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
cts_20130915_1535.gml.lp.gr,transit,atmost200,11.0,11.0,11.0,,12.0,12.0,12.0,,1,1,1,7.6804,7.6804,7.6804,,tw-limprovement,jdrasil-b75-n1,7.0874,,0,7.0874,7.0874,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
cts_20130915_1535.gml.lp.gr,transit,atmost200,11.0,11.0,11.0,,12.0,12.0,12.0,,1,1,1,7.8407,7.8407,7.8407,,tw-limprovement,jdrasil-b25-n1,7.2449,,0,7.2449,7.2449,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
cts_20130915_1535.gml.lp.gr,transit,atmost200,11.0,11.0,11.0,,12.0,12.0,12.0,,1,1,1,7.9169,7.9169,7.9169,,tw-limprovement,jdrasil-b50-n1,7.107,,0,7.107,7.107,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
cts_20130915_1535.gml.lp.gr,transit,atmost200,11.0,11.0,11.0,,12.0,12.0,12.0,,1,1,1,8.0087,8.0087,8.0087,,tw-limprovement,jdrasil-b150-n1,7.137,,0,7.137,7.137,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
cts_20130915_1535.gml.lp.gr,transit,atmost200,11.0,11.0,11.0,,12.0,12.0,12.0,,1,1,1,8.7796,8.7796,8.7796,,tw-limprovement,jdrasil-b75t1800-n1,8.0921,,0,8.0921,8.0921,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
cts_20130915_1535.gml.lp.gr,transit,atmost200,11.0,11.0,11.0,,12.0,12.0,12.0,,1,1,1,9.3531,9.3531,9.3531,,tw-limprovement,jdrasil-b100-n1,8.7486,,0,8.7486,8.7486,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
d1291.tsp-pp.dgf,twlib,atmost2000,42.0,42.0,42.0,,44.0,44.0,44.0,,1,2,2,9.7214,9.7214,9.7214,,tw-limprovement,htd-b150-n1,8.8801,,0,8.8801,8.8801,-w 1800 -b 150 -r 10 -s htd_main,1
d1291.tsp-pp.dgf,twlib,atmost2000,41.0,41.0,41.0,,44.0,44.0,44.0,,1,3,3,27.1994,27.1994,27.1994,,tw-limprovement,tcs-b75-n1,26.3927,,0,26.3927,26.3927,-w 1800 -b 75 -r 10,1
d1291.tsp-pp.dgf,twlib,atmost2000,41.0,41.0,41.0,,44.0,44.0,44.0,,1,3,3,53.0187,53.0187,53.0187,,tw-limprovement,jdrasil-b75-n1,52.427,,0,52.427,52.427,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
d1291.tsp-pp.dgf,twlib,atmost2000,41.0,41.0,41.0,,44.0,44.0,44.0,,1,3,3,62.0783,62.0783,62.0783,,tw-limprovement,jdrasil-b100-n1,61.5031,,0,61.5031,61.5031,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
d1291.tsp-pp.dgf,twlib,atmost2000,41.0,41.0,41.0,,44.0,44.0,44.0,,1,3,3,74.5708,74.5708,74.5708,,tw-limprovement,jdrasil-b75t1800-n1,73.7169,,0,73.7169,73.7169,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
d1291.tsp-pp.dgf,twlib,atmost2000,40.0,40.0,40.0,,44.0,44.0,44.0,,1,4,4,36.3445,36.3445,36.3445,,tw-limprovement,tcs-b100-n1,34.2674,,0,34.2674,34.2674,-w 1800 -b 100 -r 10,1
d1291.tsp-pp.dgf,twlib,atmost2000,39.0,39.0,39.0,,44.0,44.0,44.0,,1,5,5,811.258,811.258,811.258,,tw-limprovement,tcs-b125-n1,810.5605,,0,810.5605,810.5605,-w 1800 -b 125 -r 10,1
d1291.tsp-pp.dgf,twlib,atmost2000,39.0,39.0,39.0,,44.0,44.0,44.0,,1,5,5,1587.08,1587.08,1587.08,,tw-limprovement,tcs-b150-n1,1586.3395,,0,1586.3395,1586.3395,-w 1800 -b 150 -r 10,1
d1291.tsp-pp.dgf,twlib,atmost2000,39.0,39.0,39.0,,44.0,44.0,44.0,,1,5,5,1683.83,1683.83,1683.83,,tw-limprovement,jdrasil-b125-n1,1682.7921,,0,1682.7921,1682.7921,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
d1291.tsp-pp.dgf,twlib,atmost2000,39.0,39.0,39.0,,44.0,44.0,44.0,,1,5,5,2310.79,2310.79,2310.79,,tw-limprovement,jdrasil-b150-n1,2310.1669,,0,2310.1669,2310.1669,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
d1291.tsp.dgf,twlib,atmost2000,43.0,43.0,43.0,,44.0,44.0,44.0,,1,1,1,6.0974,6.0974,6.0974,,tw-limprovement,htd-b150-n1,5.5316,,0,5.5316,5.5316,-w 1800 -b 150 -r 10 -s htd_main,1
d1291.tsp.dgf,twlib,atmost2000,43.0,43.0,43.0,,44.0,44.0,44.0,,1,1,1,8.8496,8.8496,8.8496,,tw-limprovement,htd-b100-n1,8.2894,,0,8.2894,8.2894,-w 1800 -b 100 -r 10 -s htd_main,1
d1291.tsp.dgf,twlib,atmost2000,43.0,43.0,43.0,,44.0,44.0,44.0,,1,1,1,72.7003,72.7003,72.7003,,tw-limprovement,jdrasil-b75-n1,71.8237,,0,71.8237,71.8237,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
d1291.tsp.dgf,twlib,atmost2000,40.0,40.0,40.0,,44.0,44.0,44.0,,1,4,4,120.059,120.059,120.059,,tw-limprovement,tcs-b100-n1,119.294,,0,119.294,119.294,-w 1800 -b 100 -r 10,1
d1291.tsp.dgf,twlib,atmost2000,40.0,40.0,40.0,,44.0,44.0,44.0,,1,4,4,136.233,136.233,136.233,,tw-limprovement,jdrasil-b100-n1,135.2737,,0,135.2737,135.2737,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
d1291.tsp.dgf,twlib,atmost2000,40.0,40.0,40.0,,44.0,44.0,44.0,,1,4,4,143.986,143.986,143.986,,tw-limprovement,jdrasil-b75t1800-n1,143.1492,,0,143.1492,143.1492,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
d1291.tsp.dgf,twlib,atmost2000,40.0,40.0,40.0,,44.0,44.0,44.0,,1,4,4,228.608,228.608,228.608,,tw-limprovement,tcs-b125-n1,227.9666,,0,227.9666,227.9666,-w 1800 -b 125 -r 10,1
d1655.tsp-pp.dgf,twlib,atmost2000,42.0,42.0,42.0,,43.0,43.0,43.0,,1,1,1,30.7456,30.7456,30.7456,,tw-limprovement,tcs-b150-n1,29.9636,,0,29.9636,29.9636,-w 1800 -b 150 -r 10,1
d1655.tsp-pp.dgf,twlib,atmost2000,42.0,42.0,42.0,,43.0,43.0,43.0,,1,1,1,267.031,267.031,267.031,,tw-limprovement,tcs-b125-n1,266.3702,,0,266.3702,266.3702,-w 1800 -b 125 -r 10,1
d1655.tsp.dgf,twlib,atmost2000,43.0,43.0,43.0,,44.0,44.0,44.0,,1,1,1,24.8313,24.8313,24.8313,,tw-limprovement,tcs-b100-n1,24.1079,,0,24.1079,24.1079,-w 1800 -b 100 -r 10,1
d1655.tsp.dgf,twlib,atmost2000,43.0,43.0,43.0,,44.0,44.0,44.0,,1,1,1,30.5753,30.5753,30.5753,,tw-limprovement,tcs-b75-n1,30.0398,,0,30.0398,30.0398,-w 1800 -b 75 -r 10,1
