instance,benchmark_name,class,width,width,width,width,ubound,ubound,ubound,ubound,abs_improvement,abs_improvement,abs_improvement,time,time,time,time,solver,solver_config,wall,wall,error,wall,wall,solver_args,run
,,,mean,amin,amax,std,mean,amin,amax,std,count_nonzero,sum,amax,mean,amin,amax,std,,,amin,std,amax,mean,amax,,count
blockmap_05_03-0007.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,10.2414,10.2414,10.2414,,tw-limprovement,tcs-b50-n1,9.638,,0,9.638,9.638,-w 1800 -b 50 -r 10,1
blockmap_05_03-0007.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,20.1002,20.1002,20.1002,,tw-limprovement,jdrasil-b50-n1,19.4297,,0,19.4297,19.4297,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0007.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,66.2409,66.2409,66.2409,,tw-limprovement,jdrasil-b75-n1,65.719,,0,65.719,65.719,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0007.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,145.729,145.729,145.729,,tw-limprovement,tcs-b75-n1,145.1935,,0,145.1935,145.1935,-w 1800 -b 75 -r 10,1
blockmap_05_03-0007.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,269.163,269.163,269.163,,tw-limprovement,tcs-b100-n1,268.4733,,0,268.4733,268.4733,-w 1800 -b 100 -r 10,1
blockmap_05_03-0007.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,282.499,282.499,282.499,,tw-limprovement,tcs-b125-n1,281.7338,,0,281.7338,281.7338,-w 1800 -b 125 -r 10,1
blockmap_05_03-0007.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,293.549,293.549,293.549,,tw-limprovement,tcs-b150-n1,292.7651,,0,292.7651,292.7651,-w 1800 -b 150 -r 10,1
blockmap_05_03-0007.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,467.623,467.623,467.623,,tw-limprovement,jdrasil-b75t1800-n1,466.0476,,0,466.0476,466.0476,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
blockmap_05_03-0007.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,479.052,479.052,479.052,,tw-limprovement,jdrasil-b100-n1,478.3087,,0,478.3087,478.3087,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0007.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,513.869,513.869,513.869,,tw-limprovement,jdrasil-b125-n1,512.9646,,0,512.9646,512.9646,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0007.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,536.344,536.344,536.344,,tw-limprovement,jdrasil-b150-n1,535.3822,,0,535.3822,535.3822,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0008.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,10.8878,10.8878,10.8878,,tw-limprovement,tcs-b50-n1,10.3018,,0,10.3018,10.3018,-w 1800 -b 50 -r 10,1
blockmap_05_03-0008.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,21.4169,21.4169,21.4169,,tw-limprovement,jdrasil-b50-n1,20.7567,,0,20.7567,20.7567,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0008.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,71.459,71.459,71.459,,tw-limprovement,jdrasil-b75-n1,70.7105,,0,70.7105,70.7105,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0008.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,145.096,145.096,145.096,,tw-limprovement,tcs-b75-n1,144.5689,,0,144.5689,144.5689,-w 1800 -b 75 -r 10,1
blockmap_05_03-0008.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,269.155,269.155,269.155,,tw-limprovement,tcs-b100-n1,268.4564,,0,268.4564,268.4564,-w 1800 -b 100 -r 10,1
blockmap_05_03-0008.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,277.934,277.934,277.934,,tw-limprovement,tcs-b150-n1,277.1644,,0,277.1644,277.1644,-w 1800 -b 150 -r 10,1
blockmap_05_03-0008.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,284.708,284.708,284.708,,tw-limprovement,tcs-b125-n1,283.9377,,0,283.9377,283.9377,-w 1800 -b 125 -r 10,1
blockmap_05_03-0008.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,463.928,463.928,463.928,,tw-limprovement,jdrasil-b125-n1,463.0471,,0,463.0471,463.0471,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0008.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,496.595,496.595,496.595,,tw-limprovement,jdrasil-b150-n1,495.9527,,0,495.9527,495.9527,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0008.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,522.115,522.115,522.115,,tw-limprovement,jdrasil-b75t1800-n1,521.3619,,0,521.3619,521.3619,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
blockmap_05_03-0008.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,527.569,527.569,527.569,,tw-limprovement,jdrasil-b100-n1,526.3731,,0,526.3731,526.3731,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0009.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,10.5271,10.5271,10.5271,,tw-limprovement,tcs-b50-n1,9.8486,,0,9.8486,9.8486,-w 1800 -b 50 -r 10,1
blockmap_05_03-0009.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,20.7065,20.7065,20.7065,,tw-limprovement,jdrasil-b50-n1,19.6733,,0,19.6733,19.6733,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0009.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,66.909,66.909,66.909,,tw-limprovement,jdrasil-b75-n1,66.3289,,0,66.3289,66.3289,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0009.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,150.481,150.481,150.481,,tw-limprovement,tcs-b75-n1,149.9106,,0,149.9106,149.9106,-w 1800 -b 75 -r 10,1
blockmap_05_03-0009.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,275.142,275.142,275.142,,tw-limprovement,tcs-b100-n1,274.4053,,0,274.4053,274.4053,-w 1800 -b 100 -r 10,1
blockmap_05_03-0009.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,278.287,278.287,278.287,,tw-limprovement,tcs-b125-n1,277.5347,,0,277.5347,277.5347,-w 1800 -b 125 -r 10,1
blockmap_05_03-0009.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,294.237,294.237,294.237,,tw-limprovement,tcs-b150-n1,293.4596,,0,293.4596,293.4596,-w 1800 -b 150 -r 10,1
blockmap_05_03-0009.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,471.977,471.977,471.977,,tw-limprovement,jdrasil-b100-n1,471.193,,0,471.193,471.193,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0009.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,497.88,497.88,497.88,,tw-limprovement,jdrasil-b150-n1,496.9417,,0,496.9417,496.9417,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0009.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,500.437,500.437,500.437,,tw-limprovement,jdrasil-b75t1800-n1,499.6681,,0,499.6681,499.6681,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
blockmap_05_03-0009.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,512.945,512.945,512.945,,tw-limprovement,jdrasil-b125-n1,512.0369,,0,512.0369,512.0369,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0010.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,10.866,10.866,10.866,,tw-limprovement,tcs-b50-n1,10.1802,,0,10.1802,10.1802,-w 1800 -b 50 -r 10,1
blockmap_05_03-0010.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,23.134,23.134,23.134,,tw-limprovement,jdrasil-b50-n1,21.612,,0,21.612,21.612,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0010.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,70.8722,70.8722,70.8722,,tw-limprovement,jdrasil-b75-n1,70.3146,,0,70.3146,70.3146,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0010.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,146.828,146.828,146.828,,tw-limprovement,tcs-b75-n1,146.2817,,0,146.2817,146.2817,-w 1800 -b 75 -r 10,1
blockmap_05_03-0010.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,262.334,262.334,262.334,,tw-limprovement,tcs-b100-n1,261.7726,,0,261.7726,261.7726,-w 1800 -b 100 -r 10,1
blockmap_05_03-0010.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,286.185,286.185,286.185,,tw-limprovement,tcs-b125-n1,285.3848,,0,285.3848,285.3848,-w 1800 -b 125 -r 10,1
blockmap_05_03-0010.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,286.938,286.938,286.938,,tw-limprovement,tcs-b150-n1,286.2013,,0,286.2013,286.2013,-w 1800 -b 150 -r 10,1
blockmap_05_03-0010.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,467.553,467.553,467.553,,tw-limprovement,jdrasil-b75t1800-n1,466.6816,,0,466.6816,466.6816,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
blockmap_05_03-0010.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,485.974,485.974,485.974,,tw-limprovement,jdrasil-b125-n1,485.1843,,0,485.1843,485.1843,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0010.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,489.561,489.561,489.561,,tw-limprovement,jdrasil-b100-n1,488.7119,,0,488.7119,488.7119,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0010.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,503.809,503.809,503.809,,tw-limprovement,jdrasil-b150-n1,503.0302,,0,503.0302,503.0302,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0011.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,10.7466,10.7466,10.7466,,tw-limprovement,tcs-b50-n1,10.1996,,0,10.1996,10.1996,-w 1800 -b 50 -r 10,1
blockmap_05_03-0011.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,20.7893,20.7893,20.7893,,tw-limprovement,jdrasil-b50-n1,19.8881,,0,19.8881,19.8881,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0011.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,71.689,71.689,71.689,,tw-limprovement,jdrasil-b75-n1,70.8908,,0,70.8908,70.8908,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0011.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,141.468,141.468,141.468,,tw-limprovement,tcs-b75-n1,140.8047,,0,140.8047,140.8047,-w 1800 -b 75 -r 10,1
blockmap_05_03-0011.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,272.678,272.678,272.678,,tw-limprovement,tcs-b100-n1,272.1241,,0,272.1241,272.1241,-w 1800 -b 100 -r 10,1
blockmap_05_03-0011.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,281.785,281.785,281.785,,tw-limprovement,tcs-b125-n1,281.0019,,0,281.0019,281.0019,-w 1800 -b 125 -r 10,1
blockmap_05_03-0011.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,289.548,289.548,289.548,,tw-limprovement,tcs-b150-n1,288.7811,,0,288.7811,288.7811,-w 1800 -b 150 -r 10,1
blockmap_05_03-0011.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,456.487,456.487,456.487,,tw-limprovement,jdrasil-b150-n1,455.6213,,0,455.6213,455.6213,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0011.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,459.039,459.039,459.039,,tw-limprovement,jdrasil-b75t1800-n1,458.4835,,0,458.4835,458.4835,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
blockmap_05_03-0011.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,469.949,469.949,469.949,,tw-limprovement,jdrasil-b125-n1,469.1577,,0,469.1577,469.1577,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0011.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,502.622,502.622,502.622,,tw-limprovement,jdrasil-b100-n1,501.4411,,0,501.4411,501.4411,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0012.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,10.5261,10.5261,10.5261,,tw-limprovement,tcs-b50-n1,9.9473,,0,9.9473,9.9473,-w 1800 -b 50 -r 10,1
blockmap_05_03-0012.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,20.2352,20.2352,20.2352,,tw-limprovement,jdrasil-b50-n1,19.5071,,0,19.5071,19.5071,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0012.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,70.8128,70.8128,70.8128,,tw-limprovement,jdrasil-b75-n1,70.2141,,0,70.2141,70.2141,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0012.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,145.491,145.491,145.491,,tw-limprovement,tcs-b75-n1,144.7736,,0,144.7736,144.7736,-w 1800 -b 75 -r 10,1
blockmap_05_03-0012.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,262.368,262.368,262.368,,tw-limprovement,tcs-b100-n1,261.6866,,0,261.6866,261.6866,-w 1800 -b 100 -r 10,1
blockmap_05_03-0012.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,282.275,282.275,282.275,,tw-limprovement,tcs-b125-n1,281.546,,0,281.546,281.546,-w 1800 -b 125 -r 10,1
blockmap_05_03-0012.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,285.608,285.608,285.608,,tw-limprovement,tcs-b150-n1,284.8119,,0,284.8119,284.8119,-w 1800 -b 150 -r 10,1
blockmap_05_03-0012.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,482.089,482.089,482.089,,tw-limprovement,jdrasil-b150-n1,481.4353,,0,481.4353,481.4353,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0012.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,494.438,494.438,494.438,,tw-limprovement,jdrasil-b75t1800-n1,493.5295,,0,493.5295,493.5295,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
blockmap_05_03-0012.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,500.361,500.361,500.361,,tw-limprovement,jdrasil-b100-n1,498.8256,,0,498.8256,498.8256,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0012.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,500.396,500.396,500.396,,tw-limprovement,jdrasil-b125-n1,499.5562,,0,499.5562,499.5562,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0013.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,11.3665,11.3665,11.3665,,tw-limprovement,tcs-b50-n1,10.0905,,0,10.0905,10.0905,-w 1800 -b 50 -r 10,1
blockmap_05_03-0013.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,18.6097,18.6097,18.6097,,tw-limprovement,jdrasil-b50-n1,17.5507,,0,17.5507,17.5507,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0013.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,69.7849,69.7849,69.7849,,tw-limprovement,jdrasil-b75-n1,69.1521,,0,69.1521,69.1521,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0013.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,146.958,146.958,146.958,,tw-limprovement,tcs-b75-n1,146.0435,,0,146.0435,146.0435,-w 1800 -b 75 -r 10,1
blockmap_05_03-0013.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,267.757,267.757,267.757,,tw-limprovement,tcs-b150-n1,267.0919,,0,267.0919,267.0919,-w 1800 -b 150 -r 10,1
blockmap_05_03-0013.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,271.838,271.838,271.838,,tw-limprovement,tcs-b100-n1,270.898,,0,270.898,270.898,-w 1800 -b 100 -r 10,1
blockmap_05_03-0013.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,277.078,277.078,277.078,,tw-limprovement,tcs-b125-n1,276.2936,,0,276.2936,276.2936,-w 1800 -b 125 -r 10,1
blockmap_05_03-0013.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,471.826,471.826,471.826,,tw-limprovement,jdrasil-b150-n1,471.0764,,0,471.0764,471.0764,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0013.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,475.375,475.375,475.375,,tw-limprovement,jdrasil-b75t1800-n1,474.4894,,0,474.4894,474.4894,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
blockmap_05_03-0013.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,486.705,486.705,486.705,,tw-limprovement,jdrasil-b100-n1,485.7308,,0,485.7308,485.7308,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0013.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,490.447,490.447,490.447,,tw-limprovement,jdrasil-b125-n1,489.6313,,0,489.6313,489.6313,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0014.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,10.4696,10.4696,10.4696,,tw-limprovement,tcs-b50-n1,9.805,,0,9.805,9.805,-w 1800 -b 50 -r 10,1
blockmap_05_03-0014.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,22.7635,22.7635,22.7635,,tw-limprovement,jdrasil-b50-n1,21.6836,,0,21.6836,21.6836,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0014.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,71.2527,71.2527,71.2527,,tw-limprovement,jdrasil-b75-n1,70.6912,,0,70.6912,70.6912,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0014.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,147.439,147.439,147.439,,tw-limprovement,tcs-b75-n1,146.8541,,0,146.8541,146.8541,-w 1800 -b 75 -r 10,1
blockmap_05_03-0014.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,265.658,265.658,265.658,,tw-limprovement,tcs-b100-n1,265.0191,,0,265.0191,265.0191,-w 1800 -b 100 -r 10,1
blockmap_05_03-0014.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,271.281,271.281,271.281,,tw-limprovement,tcs-b125-n1,270.4572,,0,270.4572,270.4572,-w 1800 -b 125 -r 10,1
blockmap_05_03-0014.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,285.634,285.634,285.634,,tw-limprovement,tcs-b150-n1,284.9132,,0,284.9132,284.9132,-w 1800 -b 150 -r 10,1
blockmap_05_03-0014.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,484.204,484.204,484.204,,tw-limprovement,jdrasil-b100-n1,483.4505,,0,483.4505,483.4505,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0014.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,486.435,486.435,486.435,,tw-limprovement,jdrasil-b75t1800-n1,485.5609,,0,485.5609,485.5609,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",1
blockmap_05_03-0014.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,518.641,518.641,518.641,,tw-limprovement,jdrasil-b125-n1,517.7235,,0,517.7235,517.7235,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0014.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,526.498,526.498,526.498,,tw-limprovement,jdrasil-b150-n1,525.6847,,0,525.6847,525.6847,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0015.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,10.1063,10.1063,10.1063,,tw-limprovement,tcs-b50-n1,9.4469,,0,9.4469,9.4469,-w 1800 -b 50 -r 10,1
blockmap_05_03-0015.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,19.3675,19.3675,19.3675,,tw-limprovement,jdrasil-b50-n1,18.7234,,0,18.7234,18.7234,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0015.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,74.445,74.445,74.445,,tw-limprovement,jdrasil-b75-n1,73.8695,,0,73.8695,73.8695,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
blockmap_05_03-0015.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,142.802,142.802,142.802,,tw-limprovement,tcs-b75-n1,142.2895,,0,142.2895,142.2895,-w 1800 -b 75 -r 10,1
blockmap_05_03-0015.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,280.347,280.347,280.347,,tw-limprovement,tcs-b100-n1,279.5264,,0,279.5264,279.5264,-w 1800 -b 100 -r 10,1
blockmap_05_03-0015.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,283.955,283.955,283.955,,tw-limprovement,tcs-b125-n1,283.3298,,0,283.3298,283.3298,-w 1800 -b 125 -r 10,1
blockmap_05_03-0015.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,288.393,288.393,288.393,,tw-limprovement,tcs-b150-n1,287.5946,,0,287.5946,287.5946,-w 1800 -b 150 -r 10,1
blockmap_05_03-0015.edge,networks,atmost2000,17.0,17.0,17.0,,18.0,18.0,18.0,,1,1,1,461.563,461.563,461.563,,tw-limprovement,jdrasil-b125-n1,460.67,,0,460.67,460.67,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",1
