instance,benchmark_name,class,abs_improvement,abs_improvement,abs_improvement,time,time,time,time,solver_config
,,,count_nonzero,sum,amax,mean,amin,amax,std,
blockmap_05_01-0007.edge,networks,atmost1000,0,0,0,66.199,66.199,66.199,,jdrasil-b100-n1
blockmap_05_01-0007.edge,networks,atmost1000,0,0,0,85.064,85.064,85.064,,jdrasil-b125-n1
blockmap_05_01-0007.edge,networks,atmost1000,0,0,0,100.97,100.97,100.97,,jdrasil-b150-n1
blockmap_05_01-0007.edge,networks,atmost1000,0,0,0,240.54,240.54,240.54,,tcs-b100-n1
blockmap_05_01-0007.edge,networks,atmost1000,0,0,0,362.234,362.234,362.234,,tcs-b125-n1
blockmap_05_01-0007.edge,networks,atmost1000,0,0,0,395.233,395.233,395.233,,tcs-b150-n1
blockmap_05_01-0007.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_01-0007.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,4.486,4.486,4.486,,htd-b100-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,4.6903,4.6903,4.6903,,htd-b150-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,7.9799,7.9799,7.9799,,tcs-b50-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,8.3355,8.3355,8.3355,,jdrasil-b25-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,17.8557,17.8557,17.8557,,jdrasil-b50-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,26.938,26.938,26.938,,tcs-b75-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,46.3929,46.3929,46.3929,,jdrasil-b75-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,65.7745,65.7745,65.7745,,jdrasil-b100-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,65.7864,65.7864,65.7864,,jdrasil-b75t1800-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,81.499,81.499,81.499,,jdrasil-b125-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,102.064,102.064,102.064,,jdrasil-b150-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,258.602,258.602,258.602,,tcs-b100-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,374.074,374.074,374.074,,tcs-b150-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,380.845,380.845,380.845,,tcs-b125-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_01-0008.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,4.5924,4.5924,4.5924,,htd-b150-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,4.6391,4.6391,4.6391,,htd-b100-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,8.3243,8.3243,8.3243,,tcs-b50-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,13.8593,13.8593,13.8593,,jdrasil-b25-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,17.2358,17.2358,17.2358,,jdrasil-b50-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,22.4818,22.4818,22.4818,,tcs-b75-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,40.0811,40.0811,40.0811,,jdrasil-b75-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,52.1208,52.1208,52.1208,,jdrasil-b75t1800-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,52.1592,52.1592,52.1592,,jdrasil-b100-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,56.7738,56.7738,56.7738,,jdrasil-b125-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,60.4753,60.4753,60.4753,,jdrasil-b150-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,555.641,555.641,555.641,,tcs-b150-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,558.481,558.481,558.481,,tcs-b125-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,560.528,560.528,560.528,,tcs-b100-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_01-0009.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,4.7011,4.7011,4.7011,,htd-b150-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,4.7396,4.7396,4.7396,,htd-b100-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,7.4901,7.4901,7.4901,,tcs-b50-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,9.1681,9.1681,9.1681,,jdrasil-b25-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,17.3806,17.3806,17.3806,,jdrasil-b50-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,25.8036,25.8036,25.8036,,tcs-b75-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,44.0792,44.0792,44.0792,,jdrasil-b75-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,63.0159,63.0159,63.0159,,jdrasil-b100-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,64.104,64.104,64.104,,jdrasil-b75t1800-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,80.7094,80.7094,80.7094,,jdrasil-b125-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,100.596,100.596,100.596,,jdrasil-b150-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,254.078,254.078,254.078,,tcs-b100-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,371.468,371.468,371.468,,tcs-b150-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,375.181,375.181,375.181,,tcs-b125-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_01-0010.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,4.6943,4.6943,4.6943,,htd-b150-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,4.7298,4.7298,4.7298,,htd-b100-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,9.1235,9.1235,9.1235,,tcs-b50-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,10.0671,10.0671,10.0671,,jdrasil-b25-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,16.8337,16.8337,16.8337,,jdrasil-b50-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,22.1483,22.1483,22.1483,,tcs-b75-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,41.0293,41.0293,41.0293,,jdrasil-b75-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,51.9458,51.9458,51.9458,,jdrasil-b100-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,52.782,52.782,52.782,,jdrasil-b75t1800-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,56.9169,56.9169,56.9169,,jdrasil-b125-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,58.0781,58.0781,58.0781,,jdrasil-b150-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,550.753,550.753,550.753,,tcs-b125-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,556.051,556.051,556.051,,tcs-b100-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,556.116,556.116,556.116,,tcs-b150-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_01-0011.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,4.5784,4.5784,4.5784,,htd-b100-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,4.7035,4.7035,4.7035,,htd-b150-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,7.511,7.511,7.511,,tcs-b50-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,15.3452,15.3452,15.3452,,jdrasil-b25-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,20.0295,20.0295,20.0295,,jdrasil-b50-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,26.1083,26.1083,26.1083,,tcs-b75-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,48.2038,48.2038,48.2038,,jdrasil-b75-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,65.1556,65.1556,65.1556,,jdrasil-b100-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,69.9546,69.9546,69.9546,,jdrasil-b75t1800-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,84.3104,84.3104,84.3104,,jdrasil-b125-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,106.259,106.259,106.259,,jdrasil-b150-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,249.742,249.742,249.742,,tcs-b100-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,385.326,385.326,385.326,,tcs-b125-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,390.23,390.23,390.23,,tcs-b150-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_01-0012.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,4.8574,4.8574,4.8574,,htd-b100-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,4.858,4.858,4.858,,htd-b150-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,8.0843,8.0843,8.0843,,tcs-b50-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,20.1524,20.1524,20.1524,,jdrasil-b25-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,20.4353,20.4353,20.4353,,jdrasil-b50-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,30.9168,30.9168,30.9168,,tcs-b75-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,38.4155,38.4155,38.4155,,jdrasil-b75-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,62.1972,62.1972,62.1972,,jdrasil-b125-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,63.3167,63.3167,63.3167,,jdrasil-b150-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,63.783,63.783,63.783,,jdrasil-b100-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,65.8943,65.8943,65.8943,,jdrasil-b75t1800-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,240.885,240.885,240.885,,tcs-b100-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,366.812,366.812,366.812,,tcs-b150-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,372.264,372.264,372.264,,tcs-b125-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_01-0013.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,4.6664,4.6664,4.6664,,htd-b150-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,5.0199,5.0199,5.0199,,htd-b100-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,7.8747,7.8747,7.8747,,tcs-b50-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,13.8277,13.8277,13.8277,,jdrasil-b25-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,17.7854,17.7854,17.7854,,jdrasil-b50-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,41.8176,41.8176,41.8176,,jdrasil-b75t1800-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,42.888,42.888,42.888,,jdrasil-b100-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,42.9973,42.9973,42.9973,,jdrasil-b125-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,44.9717,44.9717,44.9717,,tcs-b100-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,45.6515,45.6515,45.6515,,tcs-b150-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,46.0237,46.0237,46.0237,,jdrasil-b150-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,48.3147,48.3147,48.3147,,tcs-b125-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,49.0224,49.0224,49.0224,,jdrasil-b75-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,53.575,53.575,53.575,,tcs-b75-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_01-0014.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,4.7264,4.7264,4.7264,,htd-b100-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,4.7595,4.7595,4.7595,,htd-b150-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,7.6865,7.6865,7.6865,,tcs-b50-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,9.2743,9.2743,9.2743,,jdrasil-b25-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,18.662,18.662,18.662,,jdrasil-b50-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,25.2346,25.2346,25.2346,,tcs-b75-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,39.1489,39.1489,39.1489,,jdrasil-b75-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,60.9565,60.9565,60.9565,,jdrasil-b100-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,63.4431,63.4431,63.4431,,jdrasil-b75t1800-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,84.4124,84.4124,84.4124,,jdrasil-b125-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,98.5725,98.5725,98.5725,,jdrasil-b150-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,243.334,243.334,243.334,,tcs-b100-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,382.962,382.962,382.962,,tcs-b150-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,391.845,391.845,391.845,,tcs-b125-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_01-0015.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_02-0000.edge,networks,atmost1000,0,0,0,12.7802,12.7802,12.7802,,jdrasil-b25-n1
blockmap_05_02-0000.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_02-0000.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_02-0000.edge,networks,atmost1000,1,1,1,6.0837,6.0837,6.0837,,htd-b150-n1
blockmap_05_02-0000.edge,networks,atmost1000,1,1,1,6.3232,6.3232,6.3232,,htd-b100-n1
blockmap_05_02-0000.edge,networks,atmost1000,1,1,1,12.267,12.267,12.267,,tcs-b50-n1
blockmap_05_02-0000.edge,networks,atmost1000,1,1,1,20.3941,20.3941,20.3941,,jdrasil-b50-n1
blockmap_05_02-0000.edge,networks,atmost1000,1,1,1,44.4416,44.4416,44.4416,,jdrasil-b75-n1
blockmap_05_02-0000.edge,networks,atmost1000,1,1,1,47.2358,47.2358,47.2358,,tcs-b75-n1
blockmap_05_02-0000.edge,networks,atmost1000,1,1,1,61.1172,61.1172,61.1172,,jdrasil-b100-n1
blockmap_05_02-0000.edge,networks,atmost1000,1,1,1,62.2584,62.2584,62.2584,,jdrasil-b150-n1
blockmap_05_02-0000.edge,networks,atmost1000,1,1,1,69.8339,69.8339,69.8339,,jdrasil-b75t1800-n1
blockmap_05_02-0000.edge,networks,atmost1000,1,1,1,73.8021,73.8021,73.8021,,jdrasil-b125-n1
blockmap_05_02-0000.edge,networks,atmost1000,1,1,1,218.701,218.701,218.701,,tcs-b100-n1
blockmap_05_02-0000.edge,networks,atmost1000,1,1,1,220.751,220.751,220.751,,tcs-b125-n1
blockmap_05_02-0000.edge,networks,atmost1000,1,1,1,238.437,238.437,238.437,,tcs-b150-n1
blockmap_05_02-0001.edge,networks,atmost1000,0,0,0,9.0591,9.0591,9.0591,,jdrasil-b25-n1
blockmap_05_02-0001.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_02-0001.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_02-0001.edge,networks,atmost1000,1,1,1,5.8565,5.8565,5.8565,,htd-b150-n1
blockmap_05_02-0001.edge,networks,atmost1000,1,1,1,6.8405,6.8405,6.8405,,htd-b100-n1
blockmap_05_02-0001.edge,networks,atmost1000,1,1,1,11.881,11.881,11.881,,tcs-b50-n1
blockmap_05_02-0001.edge,networks,atmost1000,1,1,1,19.0741,19.0741,19.0741,,jdrasil-b50-n1
blockmap_05_02-0001.edge,networks,atmost1000,1,1,1,34.8012,34.8012,34.8012,,jdrasil-b75-n1
blockmap_05_02-0001.edge,networks,atmost1000,1,1,1,38.0611,38.0611,38.0611,,jdrasil-b75t1800-n1
blockmap_05_02-0001.edge,networks,atmost1000,1,1,1,38.2647,38.2647,38.2647,,jdrasil-b125-n1
blockmap_05_02-0001.edge,networks,atmost1000,1,1,1,39.5523,39.5523,39.5523,,jdrasil-b100-n1
blockmap_05_02-0001.edge,networks,atmost1000,1,1,1,68.4554,68.4554,68.4554,,jdrasil-b150-n1
blockmap_05_02-0001.edge,networks,atmost1000,1,1,1,68.4917,68.4917,68.4917,,tcs-b75-n1
blockmap_05_02-0001.edge,networks,atmost1000,1,1,1,109.111,109.111,109.111,,tcs-b125-n1
blockmap_05_02-0001.edge,networks,atmost1000,1,1,1,109.67,109.67,109.67,,tcs-b100-n1
blockmap_05_02-0001.edge,networks,atmost1000,1,1,1,115.356,115.356,115.356,,tcs-b150-n1
blockmap_05_02-0002.edge,networks,atmost1000,0,0,0,20.585,20.585,20.585,,jdrasil-b25-n1
blockmap_05_02-0002.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_02-0002.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_02-0002.edge,networks,atmost1000,1,1,1,7.0844,7.0844,7.0844,,htd-b100-n1
blockmap_05_02-0002.edge,networks,atmost1000,1,1,1,7.3707,7.3707,7.3707,,htd-b150-n1
blockmap_05_02-0002.edge,networks,atmost1000,1,1,1,13.579,13.579,13.579,,tcs-b50-n1
blockmap_05_02-0002.edge,networks,atmost1000,1,1,1,24.4624,24.4624,24.4624,,jdrasil-b50-n1
blockmap_05_02-0002.edge,networks,atmost1000,1,1,1,35.3655,35.3655,35.3655,,jdrasil-b75t1800-n1
blockmap_05_02-0002.edge,networks,atmost1000,1,1,1,36.3554,36.3554,36.3554,,jdrasil-b100-n1
blockmap_05_02-0002.edge,networks,atmost1000,1,1,1,42.5232,42.5232,42.5232,,jdrasil-b125-n1
blockmap_05_02-0002.edge,networks,atmost1000,1,1,1,43.6552,43.6552,43.6552,,jdrasil-b75-n1
blockmap_05_02-0002.edge,networks,atmost1000,1,1,1,52.3441,52.3441,52.3441,,jdrasil-b150-n1
blockmap_05_02-0002.edge,networks,atmost1000,1,1,1,70.3723,70.3723,70.3723,,tcs-b75-n1
blockmap_05_02-0002.edge,networks,atmost1000,1,1,1,110.522,110.522,110.522,,tcs-b125-n1
blockmap_05_02-0002.edge,networks,atmost1000,1,1,1,112.44,112.44,112.44,,tcs-b100-n1
blockmap_05_02-0002.edge,networks,atmost1000,1,1,1,112.782,112.782,112.782,,tcs-b150-n1
blockmap_05_02-0003.edge,networks,atmost1000,0,0,0,10.7939,10.7939,10.7939,,jdrasil-b25-n1
blockmap_05_02-0003.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_02-0003.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_02-0003.edge,networks,atmost1000,1,1,1,6.2339,6.2339,6.2339,,htd-b100-n1
blockmap_05_02-0003.edge,networks,atmost1000,1,1,1,6.9796,6.9796,6.9796,,htd-b150-n1
blockmap_05_02-0003.edge,networks,atmost1000,1,1,1,12.8267,12.8267,12.8267,,tcs-b50-n1
blockmap_05_02-0003.edge,networks,atmost1000,1,1,1,24.633,24.633,24.633,,jdrasil-b50-n1
blockmap_05_02-0003.edge,networks,atmost1000,1,1,1,38.3627,38.3627,38.3627,,jdrasil-b75t1800-n1
blockmap_05_02-0003.edge,networks,atmost1000,1,1,1,38.4452,38.4452,38.4452,,jdrasil-b125-n1
blockmap_05_02-0003.edge,networks,atmost1000,1,1,1,41.1841,41.1841,41.1841,,jdrasil-b100-n1
blockmap_05_02-0003.edge,networks,atmost1000,1,1,1,43.1206,43.1206,43.1206,,jdrasil-b75-n1
blockmap_05_02-0003.edge,networks,atmost1000,1,1,1,46.0652,46.0652,46.0652,,jdrasil-b150-n1
blockmap_05_02-0003.edge,networks,atmost1000,1,1,1,68.9669,68.9669,68.9669,,tcs-b75-n1
blockmap_05_02-0003.edge,networks,atmost1000,1,1,1,109.936,109.936,109.936,,tcs-b100-n1
blockmap_05_02-0003.edge,networks,atmost1000,1,1,1,119.533,119.533,119.533,,tcs-b150-n1
blockmap_05_02-0003.edge,networks,atmost1000,1,1,1,119.998,119.998,119.998,,tcs-b125-n1
blockmap_05_02-0004.edge,networks,atmost1000,0,0,0,13.5982,13.5982,13.5982,,jdrasil-b25-n1
blockmap_05_02-0004.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_02-0004.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_02-0004.edge,networks,atmost1000,1,1,1,5.9042,5.9042,5.9042,,htd-b150-n1
blockmap_05_02-0004.edge,networks,atmost1000,1,1,1,6.1418,6.1418,6.1418,,htd-b100-n1
blockmap_05_02-0004.edge,networks,atmost1000,1,1,1,13.196,13.196,13.196,,tcs-b50-n1
blockmap_05_02-0004.edge,networks,atmost1000,1,1,1,20.2464,20.2464,20.2464,,jdrasil-b50-n1
blockmap_05_02-0004.edge,networks,atmost1000,1,1,1,36.2981,36.2981,36.2981,,jdrasil-b75t1800-n1
blockmap_05_02-0004.edge,networks,atmost1000,1,1,1,36.8314,36.8314,36.8314,,jdrasil-b100-n1
blockmap_05_02-0004.edge,networks,atmost1000,1,1,1,37.8298,37.8298,37.8298,,jdrasil-b75-n1
blockmap_05_02-0004.edge,networks,atmost1000,1,1,1,39.0379,39.0379,39.0379,,jdrasil-b150-n1
blockmap_05_02-0004.edge,networks,atmost1000,1,1,1,40.0022,40.0022,40.0022,,jdrasil-b125-n1
blockmap_05_02-0004.edge,networks,atmost1000,1,1,1,70.4127,70.4127,70.4127,,tcs-b75-n1
blockmap_05_02-0004.edge,networks,atmost1000,1,1,1,110.913,110.913,110.913,,tcs-b100-n1
blockmap_05_02-0004.edge,networks,atmost1000,1,1,1,115.137,115.137,115.137,,tcs-b150-n1
blockmap_05_02-0004.edge,networks,atmost1000,1,1,1,117.514,117.514,117.514,,tcs-b125-n1
blockmap_05_02-0005.edge,networks,atmost1000,0,0,0,13.8654,13.8654,13.8654,,jdrasil-b25-n1
blockmap_05_02-0005.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_02-0005.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_02-0005.edge,networks,atmost1000,1,1,1,5.9921,5.9921,5.9921,,htd-b150-n1
blockmap_05_02-0005.edge,networks,atmost1000,1,1,1,7.7441,7.7441,7.7441,,htd-b100-n1
blockmap_05_02-0005.edge,networks,atmost1000,1,1,1,13.2793,13.2793,13.2793,,tcs-b50-n1
blockmap_05_02-0005.edge,networks,atmost1000,1,1,1,19.7838,19.7838,19.7838,,jdrasil-b50-n1
blockmap_05_02-0005.edge,networks,atmost1000,1,1,1,34.7392,34.7392,34.7392,,jdrasil-b125-n1
blockmap_05_02-0005.edge,networks,atmost1000,1,1,1,35.2669,35.2669,35.2669,,jdrasil-b75-n1
blockmap_05_02-0005.edge,networks,atmost1000,1,1,1,36.8256,36.8256,36.8256,,jdrasil-b100-n1
blockmap_05_02-0005.edge,networks,atmost1000,1,1,1,38.5453,38.5453,38.5453,,jdrasil-b75t1800-n1
blockmap_05_02-0005.edge,networks,atmost1000,1,1,1,39.7683,39.7683,39.7683,,jdrasil-b150-n1
blockmap_05_02-0005.edge,networks,atmost1000,1,1,1,71.8735,71.8735,71.8735,,tcs-b75-n1
blockmap_05_02-0005.edge,networks,atmost1000,1,1,1,110.169,110.169,110.169,,tcs-b100-n1
blockmap_05_02-0005.edge,networks,atmost1000,1,1,1,115.728,115.728,115.728,,tcs-b150-n1
blockmap_05_02-0005.edge,networks,atmost1000,1,1,1,116.546,116.546,116.546,,tcs-b125-n1
blockmap_05_02-0006.edge,networks,atmost1000,0,0,0,18.1987,18.1987,18.1987,,jdrasil-b25-n1
blockmap_05_02-0006.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_02-0006.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_02-0006.edge,networks,atmost1000,1,1,1,6.1039,6.1039,6.1039,,htd-b100-n1
blockmap_05_02-0006.edge,networks,atmost1000,1,1,1,7.4868,7.4868,7.4868,,htd-b150-n1
blockmap_05_02-0006.edge,networks,atmost1000,1,1,1,12.1027,12.1027,12.1027,,tcs-b50-n1
blockmap_05_02-0006.edge,networks,atmost1000,1,1,1,27.1438,27.1438,27.1438,,jdrasil-b50-n1
blockmap_05_02-0006.edge,networks,atmost1000,1,1,1,34.7125,34.7125,34.7125,,jdrasil-b150-n1
blockmap_05_02-0006.edge,networks,atmost1000,1,1,1,36.4706,36.4706,36.4706,,jdrasil-b75t1800-n1
blockmap_05_02-0006.edge,networks,atmost1000,1,1,1,36.836,36.836,36.836,,jdrasil-b100-n1
blockmap_05_02-0006.edge,networks,atmost1000,1,1,1,38.2985,38.2985,38.2985,,jdrasil-b125-n1
blockmap_05_02-0006.edge,networks,atmost1000,1,1,1,43.9816,43.9816,43.9816,,jdrasil-b75-n1
blockmap_05_02-0006.edge,networks,atmost1000,1,1,1,70.0736,70.0736,70.0736,,tcs-b75-n1
blockmap_05_02-0006.edge,networks,atmost1000,1,1,1,112.333,112.333,112.333,,tcs-b125-n1
blockmap_05_02-0006.edge,networks,atmost1000,1,1,1,113.19,113.19,113.19,,tcs-b150-n1
blockmap_05_02-0006.edge,networks,atmost1000,1,1,1,114.202,114.202,114.202,,tcs-b100-n1
blockmap_05_02-0007.edge,networks,atmost1000,0,0,0,22.5523,22.5523,22.5523,,jdrasil-b25-n1
blockmap_05_02-0007.edge,networks,atmost1000,0,0,0,,,,,htd-b175-n1
blockmap_05_02-0007.edge,networks,atmost1000,0,0,0,,,,,jdrasil-b75t90r40-n1
blockmap_05_02-0007.edge,networks,atmost1000,1,1,1,6.0099,6.0099,6.0099,,htd-b150-n1
blockmap_05_02-0007.edge,networks,atmost1000,1,1,1,6.0956,6.0956,6.0956,,htd-b100-n1
blockmap_05_02-0007.edge,networks,atmost1000,1,1,1,12.072,12.072,12.072,,tcs-b50-n1
