instance,benchmark_name,class,width,ubound,abs_improvement,rel_improvement,solved,time,solver,solver_config,run,solver_version,wall,machine,stderr,error,solver_args,full_path,error_str
Grids_16.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,13.8815,tw-limprovement,jdrasil-b75-n1,1,1.0,13.2767,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost500/Grids_16.edge/run1,
Grids_16.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,14.2999,tw-limprovement,jdrasil-b100-n1,1,1.0,13.6175,cobra,,0,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/Grids_16.edge/run1,
Grids_16.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,14.5325,tw-limprovement,jdrasil-b125-n1,1,1.0,13.9525,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/Grids_16.edge/run1,
Grids_16.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,14.9716,tw-limprovement,jdrasil-b50-n1,1,1.0,14.3642,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/Grids_16.edge/run1,
Grids_16.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,18.1492,tw-limprovement,jdrasil-b75t1800-n1,1,1.0,17.3559,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost500/Grids_16.edge/run1,
Grids_17.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,8.2635,tw-limprovement,tcs-b50-n1,1,1.0,7.7556,cobra,,0,-w 1800 -b 50 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b50-n1/atmost500/Grids_17.edge/run1,
Grids_17.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,8.4437,tw-limprovement,tcs-b75-n1,1,1.0,7.9002,cobra,,0,-w 1800 -b 75 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b75-n1/atmost500/Grids_17.edge/run1,
Grids_17.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,8.9791,tw-limprovement,tcs-b125-n1,1,1.0,8.3018,cobra,,0,-w 1800 -b 125 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b125-n1/atmost500/Grids_17.edge/run1,
Grids_17.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,9.0873,tw-limprovement,tcs-b100-n1,1,1.0,8.4246,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost500/Grids_17.edge/run1,
Grids_17.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,9.214,tw-limprovement,tcs-b150-n1,1,1.0,8.5467,cobra,,0,-w 1800 -b 150 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b150-n1/atmost500/Grids_17.edge/run1,
Grids_17.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,12.5327,tw-limprovement,jdrasil-b75-n1,1,1.0,11.9763,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost500/Grids_17.edge/run1,
Grids_17.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,13.9624,tw-limprovement,jdrasil-b75t1800-n1,1,1.0,13.2236,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost500/Grids_17.edge/run1,
Grids_17.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,15.122,tw-limprovement,jdrasil-b125-n1,1,1.0,13.7354,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/Grids_17.edge/run1,
Grids_17.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,16.3457,tw-limprovement,jdrasil-b150-n1,1,1.0,15.5333,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b150-n1/atmost500/Grids_17.edge/run1,
Grids_17.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,16.71,tw-limprovement,jdrasil-b50-n1,1,1.0,15.9389,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/Grids_17.edge/run1,
Grids_17.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,18.0105,tw-limprovement,jdrasil-b100-n1,1,1.0,17.0836,cobra,,0,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/Grids_17.edge/run1,
Grids_18.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,8.5311,tw-limprovement,tcs-b75-n1,1,1.0,7.9677,cobra,,0,-w 1800 -b 75 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b75-n1/atmost500/Grids_18.edge/run1,
Grids_18.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,8.5548,tw-limprovement,tcs-b150-n1,1,1.0,7.8668,cobra,,0,-w 1800 -b 150 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b150-n1/atmost500/Grids_18.edge/run1,
Grids_18.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,9.1573,tw-limprovement,tcs-b125-n1,1,1.0,8.4536,cobra,,0,-w 1800 -b 125 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b125-n1/atmost500/Grids_18.edge/run1,
Grids_18.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,9.226,tw-limprovement,tcs-b100-n1,1,1.0,8.5992,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost500/Grids_18.edge/run1,
Grids_18.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,9.7104,tw-limprovement,tcs-b50-n1,1,1.0,9.1349,cobra,,0,-w 1800 -b 50 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b50-n1/atmost500/Grids_18.edge/run1,
Grids_18.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,13.7356,tw-limprovement,jdrasil-b75t1800-n1,1,1.0,13.0207,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost500/Grids_18.edge/run1,
Grids_18.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,15.5525,tw-limprovement,jdrasil-b50-n1,1,1.0,14.8979,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/Grids_18.edge/run1,
Grids_18.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,15.8639,tw-limprovement,jdrasil-b75-n1,1,1.0,14.9005,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost500/Grids_18.edge/run1,
Grids_18.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,16.3346,tw-limprovement,jdrasil-b100-n1,1,1.0,14.7329,cobra,,0,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/Grids_18.edge/run1,
Grids_18.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,16.4161,tw-limprovement,jdrasil-b150-n1,1,1.0,15.6107,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b150-n1/atmost500/Grids_18.edge/run1,
Grids_18.edge,networks,atmost500,24.0,26.0,2,0.0833,1.0,18.0138,tw-limprovement,jdrasil-b125-n1,1,1.0,17.2458,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/Grids_18.edge/run1,
Grids_19.edge,networks,atmost2000,93.0,96.0,3,0.0323,1.0,87.5784,tw-limprovement,tcs-b150-n1,1,1.0,86.7995,cobra,,0,-w 1800 -b 150 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b150-n1/atmost2000/Grids_19.edge/run1,
Grids_19.edge,networks,atmost2000,82.0,96.0,14,0.1707,1.0,834.999,tw-limprovement,jdrasil-b150-n1,1,1.0,834.1641,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b150-n1/atmost2000/Grids_19.edge/run1,
Grids_21.edge,networks,atmost2000,93.0,96.0,3,0.0323,1.0,86.2318,tw-limprovement,tcs-b150-n1,1,1.0,85.46,cobra,,0,-w 1800 -b 150 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b150-n1/atmost2000/Grids_21.edge/run1,
Grids_21.edge,networks,atmost2000,82.0,96.0,14,0.1707,1.0,874.076,tw-limprovement,jdrasil-b150-n1,1,1.0,873.1922,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b150-n1/atmost2000/Grids_21.edge/run1,
Grids_22.edge,networks,atmost2000,93.0,96.0,3,0.0323,1.0,89.9417,tw-limprovement,tcs-b150-n1,1,1.0,89.1693,cobra,,0,-w 1800 -b 150 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b150-n1/atmost2000/Grids_22.edge/run1,
Grids_22.edge,networks,atmost2000,82.0,96.0,14,0.1707,1.0,825.484,tw-limprovement,jdrasil-b150-n1,1,1.0,824.6111,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b150-n1/atmost2000/Grids_22.edge/run1,
Grids_23.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,10.4835,tw-limprovement,htd-b100-n1,1,1.0,9.9245,cobra,,0,-w 1800 -b 100 -r 10 -s htd_main,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-htd-b100-n1/atmost2000/Grids_23.edge/run1,
Grids_23.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,22.1536,tw-limprovement,tcs-b125-n1,1,1.0,21.3599,cobra,,0,-w 1800 -b 125 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b125-n1/atmost2000/Grids_23.edge/run1,
Grids_23.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,26.1989,tw-limprovement,tcs-b100-n1,1,1.0,25.4758,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/Grids_23.edge/run1,
Grids_23.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,66.6004,tw-limprovement,jdrasil-b125-n1,1,1.0,65.3533,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/Grids_23.edge/run1,
Grids_23.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,66.7205,tw-limprovement,jdrasil-b100-n1,1,1.0,65.8145,cobra,,0,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b100-n1/atmost2000/Grids_23.edge/run1,
Grids_23.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,67.0514,tw-limprovement,jdrasil-b75t1800-n1,1,1.0,66.2969,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost2000/Grids_23.edge/run1,
Grids_23.edge,networks,atmost2000,51.0,54.0,3,0.0588,1.0,31.8842,tw-limprovement,tcs-b150-n1,1,1.0,31.1196,cobra,,0,-w 1800 -b 150 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b150-n1/atmost2000/Grids_23.edge/run1,
Grids_23.edge,networks,atmost2000,51.0,54.0,3,0.0588,1.0,348.107,tw-limprovement,jdrasil-b150-n1,1,1.0,347.4598,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b150-n1/atmost2000/Grids_23.edge/run1,
Grids_24.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,10.8503,tw-limprovement,htd-b100-n1,1,1.0,9.8748,cobra,,0,-w 1800 -b 100 -r 10 -s htd_main,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-htd-b100-n1/atmost2000/Grids_24.edge/run1,
Grids_24.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,21.9092,tw-limprovement,tcs-b125-n1,1,1.0,21.198,cobra,,0,-w 1800 -b 125 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b125-n1/atmost2000/Grids_24.edge/run1,
Grids_24.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,24.6171,tw-limprovement,tcs-b100-n1,1,1.0,23.9497,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/Grids_24.edge/run1,
Grids_24.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,58.9194,tw-limprovement,jdrasil-b125-n1,1,1.0,58.2524,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/Grids_24.edge/run1,
Grids_24.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,62.5972,tw-limprovement,jdrasil-b100-n1,1,1.0,61.8071,cobra,,0,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b100-n1/atmost2000/Grids_24.edge/run1,
Grids_24.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,68.1799,tw-limprovement,jdrasil-b75t1800-n1,1,1.0,67.4671,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost2000/Grids_24.edge/run1,
Grids_24.edge,networks,atmost2000,51.0,54.0,3,0.0588,1.0,33.3828,tw-limprovement,tcs-b150-n1,1,1.0,32.7025,cobra,,0,-w 1800 -b 150 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b150-n1/atmost2000/Grids_24.edge/run1,
Grids_24.edge,networks,atmost2000,51.0,54.0,3,0.0588,1.0,395.429,tw-limprovement,jdrasil-b150-n1,1,1.0,394.5998,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b150-n1/atmost2000/Grids_24.edge/run1,
Grids_25.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,10.3517,tw-limprovement,htd-b100-n1,1,1.0,9.823,cobra,,0,-w 1800 -b 100 -r 10 -s htd_main,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-htd-b100-n1/atmost2000/Grids_25.edge/run1,
Grids_25.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,22.0034,tw-limprovement,tcs-b125-n1,1,1.0,21.2972,cobra,,0,-w 1800 -b 125 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b125-n1/atmost2000/Grids_25.edge/run1,
Grids_25.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,25.6758,tw-limprovement,tcs-b100-n1,1,1.0,24.9717,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/Grids_25.edge/run1,
Grids_25.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,60.3967,tw-limprovement,jdrasil-b125-n1,1,1.0,59.7531,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/Grids_25.edge/run1,
Grids_25.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,67.3679,tw-limprovement,jdrasil-b100-n1,1,1.0,66.3479,cobra,,0,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b100-n1/atmost2000/Grids_25.edge/run1,
Grids_25.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,68.2883,tw-limprovement,jdrasil-b75t1800-n1,1,1.0,67.4754,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost2000/Grids_25.edge/run1,
Grids_25.edge,networks,atmost2000,51.0,54.0,3,0.0588,1.0,33.7866,tw-limprovement,tcs-b150-n1,1,1.0,33.0388,cobra,,0,-w 1800 -b 150 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b150-n1/atmost2000/Grids_25.edge/run1,
Grids_25.edge,networks,atmost2000,51.0,54.0,3,0.0588,1.0,342.438,tw-limprovement,jdrasil-b150-n1,1,1.0,341.7598,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b150-n1/atmost2000/Grids_25.edge/run1,
Grids_26.edge,networks,atmost500,45.0,46.0,1,0.0222,1.0,16.1015,tw-limprovement,tcs-b75-n1,1,1.0,15.5488,cobra,,0,-w 1800 -b 75 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b75-n1/atmost500/Grids_26.edge/run1,
Grids_26.edge,networks,atmost500,45.0,46.0,1,0.0222,1.0,24.3292,tw-limprovement,tcs-b100-n1,1,1.0,23.613,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost500/Grids_26.edge/run1,
Grids_26.edge,networks,atmost500,45.0,46.0,1,0.0222,1.0,57.981,tw-limprovement,jdrasil-b75-n1,1,1.0,57.3784,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost500/Grids_26.edge/run1,
Grids_26.edge,networks,atmost500,41.0,46.0,5,0.122,1.0,221.989,tw-limprovement,jdrasil-b100-n1,1,1.0,220.9522,cobra,,0,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/Grids_26.edge/run1,
Grids_26.edge,networks,atmost500,41.0,46.0,5,0.122,1.0,224.601,tw-limprovement,jdrasil-b75t1800-n1,1,1.0,223.9187,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost500/Grids_26.edge/run1,
Grids_26.edge,networks,atmost500,41.0,46.0,5,0.122,1.0,1228.25,tw-limprovement,jdrasil-b150-n1,1,1.0,1227.5144,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b150-n1/atmost500/Grids_26.edge/run1,
Grids_27.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,11.6674,tw-limprovement,htd-b100-n1,1,1.0,11.119,cobra,,0,-w 1800 -b 100 -r 10 -s htd_main,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-htd-b100-n1/atmost2000/Grids_27.edge/run1,
Grids_27.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,23.6344,tw-limprovement,tcs-b125-n1,1,1.0,22.8596,cobra,,0,-w 1800 -b 125 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b125-n1/atmost2000/Grids_27.edge/run1,
Grids_27.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,26.2436,tw-limprovement,tcs-b100-n1,1,1.0,25.4417,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/Grids_27.edge/run1,
Grids_27.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,63.7491,tw-limprovement,jdrasil-b125-n1,1,1.0,62.8245,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/Grids_27.edge/run1,
Grids_27.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,68.5597,tw-limprovement,jdrasil-b75t1800-n1,1,1.0,67.6442,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost2000/Grids_27.edge/run1,
Grids_27.edge,networks,atmost2000,53.0,54.0,1,0.0189,1.0,70.6427,tw-limprovement,jdrasil-b100-n1,1,1.0,69.702,cobra,,0,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b100-n1/atmost2000/Grids_27.edge/run1,
Grids_27.edge,networks,atmost2000,51.0,54.0,3,0.0588,1.0,31.8335,tw-limprovement,tcs-b150-n1,1,1.0,31.0582,cobra,,0,-w 1800 -b 150 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b150-n1/atmost2000/Grids_27.edge/run1,
Grids_27.edge,networks,atmost2000,51.0,54.0,3,0.0588,1.0,339.511,tw-limprovement,jdrasil-b150-n1,1,1.0,338.7381,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b150-n1/atmost2000/Grids_27.edge/run1,
Grids_28.edge,networks,atmost500,45.0,46.0,1,0.0222,1.0,16.9968,tw-limprovement,tcs-b75-n1,1,1.0,16.4506,cobra,,0,-w 1800 -b 75 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b75-n1/atmost500/Grids_28.edge/run1,
Grids_28.edge,networks,atmost500,45.0,46.0,1,0.0222,1.0,23.4548,tw-limprovement,tcs-b100-n1,1,1.0,22.7964,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost500/Grids_28.edge/run1,
Grids_28.edge,networks,atmost500,45.0,46.0,1,0.0222,1.0,64.1503,tw-limprovement,jdrasil-b75-n1,1,1.0,63.586,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost500/Grids_28.edge/run1,
Grids_28.edge,networks,atmost500,41.0,46.0,5,0.122,1.0,232.988,tw-limprovement,jdrasil-b75t1800-n1,1,1.0,232.1256,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost500/Grids_28.edge/run1,
Grids_28.edge,networks,atmost500,41.0,46.0,5,0.122,1.0,244.169,tw-limprovement,jdrasil-b100-n1,1,1.0,243.504,cobra,,0,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/Grids_28.edge/run1,
Grids_29.edge,networks,atmost500,45.0,46.0,1,0.0222,1.0,17.2705,tw-limprovement,tcs-b75-n1,1,1.0,16.6763,cobra,,0,-w 1800 -b 75 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b75-n1/atmost500/Grids_29.edge/run1,
Grids_29.edge,networks,atmost500,45.0,46.0,1,0.0222,1.0,23.2696,tw-limprovement,tcs-b100-n1,1,1.0,22.5899,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost500/Grids_29.edge/run1,
Grids_29.edge,networks,atmost500,45.0,46.0,1,0.0222,1.0,55.83,tw-limprovement,jdrasil-b75-n1,1,1.0,54.9144,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost500/Grids_29.edge/run1,
