instance,benchmark_name,class,width,width,width,width,ubound,ubound,ubound,ubound,abs_improvement,abs_improvement,abs_improvement,time,time,time,time,solver,solver_config,wall,wall,solver_args,wall,wall
count,,,mean,amin,amax,std,mean,amin,amax,std,count_nonzero,sum,amax,mean,amin,amax,std,,,amax,amin,,std,mean
10,pace2016,atmost1000,41.4,4.0,94.0,37.5739271304,44.0,4.0,104.0,41.273478167,2,13,10,4193.11462,4.7923,7200.11,3585.99483123,tw-limprovement,tcs-b150-n1,7199.4359,0.0,-w 1800 -b 150 -r 10,3529.30522975,2751.91358
10,pace2016,atmost1000,48.8333333333,4.0,104.0,38.2696572583,50.6666666667,4.0,104.0,39.4546152771,2,11,10,761.91697,8.2092,7200.13,2262.75337447,tw-limprovement,jdrasil-b125-n1,7199.4172,0.0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",2264.45595677,756.57488
10,pace2016,atmost1000,50.2857142857,4.0,104.0,36.0310712474,50.7142857143,4.0,104.0,36.0171916623,1,3,3,1045.91977,4.0635,7200.1,2318.91436827,tw-limprovement,tcs-b100-n1,2712.138,0.0,-w 1800 -b 100 -r 10,851.626552751,289.31224
10,pace2016,atmost1000,45.8333333333,4.0,104.0,37.3010276891,46.3333333333,4.0,104.0,37.355945533,1,3,3,2949.39294,4.7282,7200.11,3582.16226104,tw-limprovement,tcs-b125-n1,7199.408,0.0,-w 1800 -b 125 -r 10,2906.40138784,1508.16454
10,pace2016,atmost1000,50.4285714286,4.0,104.0,35.7810803957,50.7142857143,4.0,104.0,36.0171916623,1,2,2,5.30856,2.6864,9.5125,2.24131243903,tw-limprovement,htd-b150-n1,8.8007,0.0,-w 1800 -b 150 -r 10 -s htd_main,3.03872696132,3.51801
10,pace2016,atmost1000,30.25,4.0,56.0,29.1704759417,30.75,4.0,58.0,29.7699512932,1,2,2,2187.69178,6.8588,7200.14,3459.15212877,tw-limprovement,jdrasil-b150-n1,7199.5144,0.0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",3463.05895646,2181.32069
54,pace2016,atmost200,23.2666666667,1.0,136.0,31.0801017899,24.1333333333,1.0,142.0,32.3409394365,12,39,11,553.314437037,1.6871,7200.11,1898.14027685,tw-limprovement,tcs-b150-n1,7199.4933,0.0,-w 1800 -b 150 -r 10,1660.52107156,418.927664815
54,pace2016,atmost200,23.8913043478,1.0,142.0,31.5842634944,24.5217391304,1.0,142.0,32.0878925802,12,29,6,424.60557037,1.9783,7200.11,1659.85091337,tw-limprovement,tcs-b100-n1,7199.4025,0.0,-w 1800 -b 100 -r 10,1369.09638595,290.206788889
54,pace2016,atmost200,18.976744186,1.0,138.0,26.4345448339,19.6279069767,1.0,142.0,27.4703504717,10,28,11,694.427942593,4.105,7200.26,2099.54448304,tw-limprovement,jdrasil-b150-n1,7199.4379,0.0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",2101.87501786,681.175607407
54,pace2016,atmost200,23.6222222222,1.0,142.0,31.8877925409,24.1333333333,1.0,142.0,32.3409394365,11,23,5,552.389461111,1.9475,7200.1,1898.35915754,tw-limprovement,tcs-b125-n1,7199.4658,0.0,-w 1800 -b 125 -r 10,1660.70397588,417.993101852
