instance,benchmark_name,width,width,width,width,ubound,ubound,ubound,ubound,abs_improvement,abs_improvement,abs_improvement,solved,time,time,time,time,solver,solver_config,wall,tw_range,wall,wall,wall,wall,solver_args
count,,mean,amin,amax,std,mean,amin,amax,std,count_nonzero,sum,amax,sum,mean,amin,amax,std,,,amin,,std,sum,mean,amax,
16,networks,114.125,104.0,125.0,6.8203127983,114.125,104.0,125.0,6.8203127983,0,0,0,16.0,90.75595,75.9909,110.588,11.500264978,tw-limprovement,tcs-b150-n1,75.2946,"(100, 125]",11.4950454502,1440.0257,90.00160625,109.8162,-w 1800 -b 150 -r 10
18,networks,112.722222222,101.0,125.0,7.59880451554,112.722222222,101.0,125.0,7.59880451554,0,0,0,18.0,91.7603166667,69.1895,109.778,12.3078855176,tw-limprovement,tcs-b75-n1,68.5958,"(100, 125]",12.3057801686,1639.8523,91.1029055556,109.1026,-w 1800 -b 75 -r 10
19,networks,112.473684211,101.0,125.0,7.46375256417,112.473684211,101.0,125.0,7.46375256417,0,0,0,19.0,93.9468105263,63.0065,125.496,15.7174174076,tw-limprovement,tcs-b50-n1,62.2621,"(100, 125]",15.7139117696,1772.8484,93.3078105263,124.7941,-w 1800 -b 50 -r 10
5,networks,135.8,128.0,149.0,8.64291617453,135.8,128.0,149.0,8.64291617453,0,0,0,5.0,20.87912,17.7187,26.7636,3.57583655904,tw-limprovement,htd-b100-n1,17.1432,"(125, 150]",3.46845565418,101.0455,20.2091,25.8939,-w 1800 -b 100 -r 10 -s htd_main
4,networks,137.75,131.0,149.0,8.61684396981,137.75,131.0,149.0,8.61684396981,0,0,0,4.0,21.3625,17.5946,26.3506,3.64467765653,tw-limprovement,htd-b150-n1,16.9767,"(125, 150]",3.56684589472,82.8882,20.72205,25.5713,-w 1800 -b 150 -r 10 -s htd_main
5,networks,135.8,128.0,149.0,8.64291617453,135.8,128.0,149.0,8.64291617453,0,0,0,5.0,40.52578,29.6081,50.977,7.78034684619,tw-limprovement,jdrasil-b25-n1,29.0747,"(125, 150]",7.73523350889,199.7021,39.94042,50.3339,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
5,networks,135.8,128.0,149.0,8.64291617453,135.8,128.0,149.0,8.64291617453,0,0,0,5.0,42.90346,28.4261,56.3678,10.1038709811,tw-limprovement,jdrasil-b50-n1,27.5846,"(125, 150]",10.1874816333,211.0978,42.21956,55.7502,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
5,networks,135.8,128.0,149.0,8.64291617453,135.8,128.0,149.0,8.64291617453,0,0,0,5.0,50.9561,40.6527,69.098,11.0297764946,tw-limprovement,jdrasil-b100-n1,39.8278,"(125, 150]",11.05236257,250.8003,50.16006,68.2634,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
5,networks,135.8,128.0,149.0,8.64291617453,135.8,128.0,149.0,8.64291617453,0,0,0,5.0,51.18762,44.1417,68.5752,10.2021057055,tw-limprovement,jdrasil-b125-n1,43.3605,"(125, 150]",10.1841945664,251.5409,50.30818,67.8113,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
5,networks,135.8,128.0,149.0,8.64291617453,135.8,128.0,149.0,8.64291617453,0,0,0,5.0,52.17238,44.4401,73.391,12.3494354208,tw-limprovement,jdrasil-b75-n1,42.9578,"(125, 150]",12.4851421635,256.6148,51.32296,72.6864,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
5,networks,135.8,128.0,149.0,8.64291617453,135.8,128.0,149.0,8.64291617453,0,0,0,5.0,52.18074,41.2261,71.7119,11.7299648475,tw-limprovement,jdrasil-b75t1800-n1,40.373,"(125, 150]",11.6759498845,256.527,51.3054,70.7375,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'"
4,networks,137.75,131.0,149.0,8.61684396981,137.75,131.0,149.0,8.61684396981,0,0,0,4.0,54.58695,47.7809,68.0354,9.23168038171,tw-limprovement,jdrasil-b150-n1,47.1798,"(125, 150]",9.2291591011,215.7892,53.9473,67.3797,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
5,networks,135.8,128.0,149.0,8.64291617453,135.8,128.0,149.0,8.64291617453,0,0,0,5.0,136.83748,75.0624,234.402,58.9428817225,tw-limprovement,tcs-b50-n1,74.525,"(125, 150]",58.9435873083,680.9665,136.1933,233.8079,-w 1800 -b 50 -r 10
5,networks,135.8,128.0,149.0,8.64291617453,135.8,128.0,149.0,8.64291617453,0,0,0,5.0,137.99144,81.1252,230.174,56.2001807797,tw-limprovement,tcs-b100-n1,80.328,"(125, 150]",56.2494677383,686.1442,137.22884,229.4999,-w 1800 -b 100 -r 10
5,networks,135.8,128.0,149.0,8.64291617453,135.8,128.0,149.0,8.64291617453,0,0,0,5.0,139.23626,80.7263,237.757,59.0746565093,tw-limprovement,tcs-b75-n1,80.1621,"(125, 150]",59.0663568456,693.0646,138.61292,237.1218,-w 1800 -b 75 -r 10
5,networks,135.8,128.0,149.0,8.64291617453,135.8,128.0,149.0,8.64291617453,0,0,0,5.0,139.56932,84.5356,234.537,56.879584923,tw-limprovement,tcs-b125-n1,83.8362,"(125, 150]",56.8407526812,694.1689,138.83378,233.736,-w 1800 -b 125 -r 10
5,networks,135.8,128.0,149.0,8.64291617453,135.8,128.0,149.0,8.64291617453,0,0,0,5.0,141.80224,95.7222,231.787,53.9036338913,tw-limprovement,tcs-b150-n1,94.9731,"(125, 150]",53.9652721339,705.3387,141.06774,231.183,-w 1800 -b 150 -r 10
1,networks,157.0,157.0,157.0,,157.0,157.0,157.0,,0,0,0,1.0,25.271,25.271,25.271,,tw-limprovement,htd-b100-n1,24.728,"(150, 175]",,24.728,24.728,24.728,-w 1800 -b 100 -r 10 -s htd_main
1,networks,157.0,157.0,157.0,,157.0,157.0,157.0,,0,0,0,1.0,26.2448,26.2448,26.2448,,tw-limprovement,htd-b150-n1,25.6638,"(150, 175]",,25.6638,25.6638,25.6638,-w 1800 -b 150 -r 10 -s htd_main
1,networks,157.0,157.0,157.0,,157.0,157.0,157.0,,0,0,0,1.0,39.8322,39.8322,39.8322,,tw-limprovement,jdrasil-b25-n1,39.2351,"(150, 175]",,39.2351,39.2351,39.2351,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,networks,157.0,157.0,157.0,,157.0,157.0,157.0,,0,0,0,1.0,40.2311,40.2311,40.2311,,tw-limprovement,jdrasil-b50-n1,39.4641,"(150, 175]",,39.4641,39.4641,39.4641,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,networks,157.0,157.0,157.0,,157.0,157.0,157.0,,0,0,0,1.0,43.1089,43.1089,43.1089,,tw-limprovement,jdrasil-b75-n1,42.1199,"(150, 175]",,42.1199,42.1199,42.1199,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,networks,157.0,157.0,157.0,,157.0,157.0,157.0,,0,0,0,1.0,52.6954,52.6954,52.6954,,tw-limprovement,jdrasil-b100-n1,51.4678,"(150, 175]",,51.4678,51.4678,51.4678,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,networks,157.0,157.0,157.0,,157.0,157.0,157.0,,0,0,0,1.0,54.2008,54.2008,54.2008,,tw-limprovement,jdrasil-b75t1800-n1,53.1107,"(150, 175]",,53.1107,53.1107,53.1107,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'"
1,networks,157.0,157.0,157.0,,157.0,157.0,157.0,,0,0,0,1.0,123.333,123.333,123.333,,tw-limprovement,tcs-b50-n1,122.6935,"(150, 175]",,122.6935,122.6935,122.6935,-w 1800 -b 50 -r 10
1,networks,157.0,157.0,157.0,,157.0,157.0,157.0,,0,0,0,1.0,125.209,125.209,125.209,,tw-limprovement,tcs-b75-n1,124.5427,"(150, 175]",,124.5427,124.5427,124.5427,-w 1800 -b 75 -r 10
1,networks,157.0,157.0,157.0,,157.0,157.0,157.0,,0,0,0,1.0,134.415,134.415,134.415,,tw-limprovement,tcs-b100-n1,133.6454,"(150, 175]",,133.6454,133.6454,133.6454,-w 1800 -b 100 -r 10
1,networks,157.0,157.0,157.0,,157.0,157.0,157.0,,0,0,0,1.0,135.631,135.631,135.631,,tw-limprovement,tcs-b125-n1,134.8792,"(150, 175]",,134.8792,134.8792,134.8792,-w 1800 -b 125 -r 10
1,networks,157.0,157.0,157.0,,157.0,157.0,157.0,,0,0,0,1.0,137.599,137.599,137.599,,tw-limprovement,tcs-b150-n1,136.8041,"(150, 175]",,136.8041,136.8041,136.8041,-w 1800 -b 150 -r 10
1,networks,203.0,203.0,203.0,,203.0,203.0,203.0,,0,0,0,1.0,106.84,106.84,106.84,,tw-limprovement,jdrasil-b50-n1,106.1076,"(200, 225]",,106.1076,106.1076,106.1076,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,networks,203.0,203.0,203.0,,203.0,203.0,203.0,,0,0,0,1.0,108.189,108.189,108.189,,tw-limprovement,jdrasil-b25-n1,107.5701,"(200, 225]",,107.5701,107.5701,107.5701,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,networks,203.0,203.0,203.0,,203.0,203.0,203.0,,0,0,0,1.0,4237.52,4237.52,4237.52,,tw-limprovement,tcs-b100-n1,4236.8612,"(200, 225]",,4236.8612,4236.8612,4236.8612,-w 1800 -b 100 -r 10
1,networks,203.0,203.0,203.0,,203.0,203.0,203.0,,0,0,0,1.0,4428.08,4428.08,4428.08,,tw-limprovement,tcs-b50-n1,4427.4855,"(200, 225]",,4427.4855,4427.4855,4427.4855,-w 1800 -b 50 -r 10
1,networks,250.0,250.0,250.0,,250.0,250.0,250.0,,0,0,0,1.0,50.2001,50.2001,50.2001,,tw-limprovement,htd-b100-n1,49.5682,"(225, 250]",,49.5682,49.5682,49.5682,-w 1800 -b 100 -r 10 -s htd_main
1,networks,250.0,250.0,250.0,,250.0,250.0,250.0,,0,0,0,1.0,50.7623,50.7623,50.7623,,tw-limprovement,htd-b150-n1,49.7743,"(225, 250]",,49.7743,49.7743,49.7743,-w 1800 -b 150 -r 10 -s htd_main
1,networks,250.0,250.0,250.0,,250.0,250.0,250.0,,0,0,0,1.0,84.441,84.441,84.441,,tw-limprovement,jdrasil-b25-n1,83.8868,"(225, 250]",,83.8868,83.8868,83.8868,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,networks,250.0,250.0,250.0,,250.0,250.0,250.0,,0,0,0,1.0,87.1764,87.1764,87.1764,,tw-limprovement,jdrasil-b50-n1,86.4969,"(225, 250]",,86.4969,86.4969,86.4969,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,networks,250.0,250.0,250.0,,250.0,250.0,250.0,,0,0,0,1.0,100.226,100.226,100.226,,tw-limprovement,jdrasil-b100-n1,99.4982,"(225, 250]",,99.4982,99.4982,99.4982,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,networks,250.0,250.0,250.0,,250.0,250.0,250.0,,0,0,0,1.0,100.8,100.8,100.8,,tw-limprovement,jdrasil-b75-n1,100.1884,"(225, 250]",,100.1884,100.1884,100.1884,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,networks,250.0,250.0,250.0,,250.0,250.0,250.0,,0,0,0,1.0,101.976,101.976,101.976,,tw-limprovement,jdrasil-b125-n1,101.2138,"(225, 250]",,101.2138,101.2138,101.2138,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,networks,250.0,250.0,250.0,,250.0,250.0,250.0,,0,0,0,1.0,105.534,105.534,105.534,,tw-limprovement,jdrasil-b75t1800-n1,104.6724,"(225, 250]",,104.6724,104.6724,104.6724,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'"
1,networks,250.0,250.0,250.0,,250.0,250.0,250.0,,0,0,0,1.0,112.701,112.701,112.701,,tw-limprovement,jdrasil-b150-n1,111.7335,"(225, 250]",,111.7335,111.7335,111.7335,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,networks,250.0,250.0,250.0,,250.0,250.0,250.0,,0,0,0,1.0,360.653,360.653,360.653,,tw-limprovement,tcs-b50-n1,360.0778,"(225, 250]",,360.0778,360.0778,360.0778,-w 1800 -b 50 -r 10
1,networks,250.0,250.0,250.0,,250.0,250.0,250.0,,0,0,0,1.0,370.363,370.363,370.363,,tw-limprovement,tcs-b150-n1,369.6682,"(225, 250]",,369.6682,369.6682,369.6682,-w 1800 -b 150 -r 10
1,networks,250.0,250.0,250.0,,250.0,250.0,250.0,,0,0,0,1.0,371.511,371.511,371.511,,tw-limprovement,tcs-b75-n1,370.7611,"(225, 250]",,370.7611,370.7611,370.7611,-w 1800 -b 75 -r 10
1,networks,250.0,250.0,250.0,,250.0,250.0,250.0,,0,0,0,1.0,374.337,374.337,374.337,,tw-limprovement,tcs-b125-n1,373.5228,"(225, 250]",,373.5228,373.5228,373.5228,-w 1800 -b 125 -r 10
1,networks,250.0,250.0,250.0,,250.0,250.0,250.0,,0,0,0,1.0,379.581,379.581,379.581,,tw-limprovement,tcs-b100-n1,378.7928,"(225, 250]",,378.7928,378.7928,378.7928,-w 1800 -b 100 -r 10
38,pace2016,6.47368421053,1.0,25.0,7.19886192997,6.71052631579,1.0,29.0,7.76655301028,4,9,5,38.0,7.03824210526,1.3286,99.1258,16.7627167938,tw-limprovement,tcs-b75-n1,0.8002,"(0, 25]",16.7767999528,244.7788,6.44154736842,98.6016,-w 1800 -b 75 -r 10
38,pace2016,6.47368421053,1.0,25.0,7.19886192997,6.71052631579,1.0,29.0,7.76655301028,4,9,5,38.0,7.05821052632,3.8527,19.5176,3.24771282521,tw-limprovement,jdrasil-b50-n1,3.2566,"(0, 25]",3.19598586534,242.4053,6.37908684211,18.7556,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
37,pace2016,5.97297297297,1.0,24.0,6.59328988226,6.21621621622,1.0,29.0,7.24237198382,4,9,5,37.0,7.87218918919,1.9475,104.463,17.7659575808,tw-limprovement,tcs-b125-n1,1.4284,"(0, 25]",17.758865214,265.667,7.18018918919,103.7339,-w 1800 -b 125 -r 10
37,pace2016,5.97297297297,1.0,24.0,6.59328988226,6.21621621622,1.0,29.0,7.24237198382,4,9,5,37.0,8.07487297297,1.6871,113.144,19.1146135221,tw-limprovement,tcs-b150-n1,1.0389,"(0, 25]",19.0866368897,272.5841,7.36713783784,112.2604,-w 1800 -b 150 -r 10
38,pace2016,6.47368421053,1.0,25.0,7.19886192997,6.71052631579,1.0,29.0,7.76655301028,4,9,5,38.0,12.8069815789,4.5258,166.746,25.8827617928,tw-limprovement,jdrasil-b75-n1,3.8672,"(0, 25]",25.9000299794,458.0729,12.05455,166.185,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
38,pace2016,6.47368421053,1.0,25.0,7.19886192997,6.71052631579,1.0,29.0,7.76655301028,4,9,5,38.0,13.5578157895,4.4732,181.175,29.6453029766,tw-limprovement,jdrasil-b75t1800-n1,3.4367,"(0, 25]",29.6451782507,483.6997,12.7289394737,180.3304,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'"
38,pace2016,6.47368421053,1.0,25.0,7.19886192997,6.71052631579,1.0,29.0,7.76655301028,4,9,5,38.0,14.2160947368,1.9783,256.446,43.7379166827,tw-limprovement,tcs-b100-n1,1.3722,"(0, 25]",43.7234527221,514.0699,13.5281552632,255.6523,-w 1800 -b 100 -r 10
38,pace2016,6.47368421053,1.0,25.0,7.19886192997,6.71052631579,1.0,29.0,7.76655301028,4,9,5,38.0,14.6537,5.0413,186.571,30.1900604238,tw-limprovement,jdrasil-b125-n1,4.2585,"(0, 25]",30.1897241141,527.3344,13.8772210526,185.7277,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
38,pace2016,6.47368421053,1.0,25.0,7.19886192997,6.71052631579,1.0,29.0,7.76655301028,4,9,5,38.0,14.8885578947,4.0582,173.593,28.4435097288,tw-limprovement,jdrasil-b100-n1,3.2912,"(0, 25]",28.4165558743,534.6218,14.0689947368,172.7629,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
38,pace2016,6.47368421053,1.0,25.0,7.19886192997,6.71052631579,1.0,29.0,7.76655301028,4,9,5,38.0,15.5832815789,4.105,195.521,31.8931573045,tw-limprovement,jdrasil-b150-n1,3.2947,"(0, 25]",31.9257915357,562.2279,14.7954710526,194.966,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
37,pace2016,6.0,1.0,25.0,6.67083203206,6.10810810811,1.0,25.0,6.91529618464,3,4,2,37.0,3.34786756757,1.4371,13.3839,2.62435935866,tw-limprovement,tcs-b50-n1,0.8756,"(0, 25]",2.62340493119,102.422,2.76816216216,12.8518,-w 1800 -b 50 -r 10
37,pace2016,6.10810810811,1.0,25.0,6.91529618464,6.10810810811,1.0,25.0,6.91529618464,0,0,0,37.0,2.19390540541,1.1113,13.3217,1.96165809088,tw-limprovement,htd-b150-n1,0.5621,"(0, 25]",1.96719747048,58.5641,1.58281351351,12.7691,-w 1800 -b 150 -r 10 -s htd_main
37,pace2016,6.10810810811,1.0,25.0,6.91529618464,6.10810810811,1.0,25.0,6.91529618464,0,0,0,37.0,2.32737567568,1.1321,13.5545,1.99774189196,tw-limprovement,htd-b100-n1,0.5811,"(0, 25]",1.99681477467,61.713,1.66791891892,12.9324,-w 1800 -b 100 -r 10 -s htd_main
37,pace2016,6.10810810811,1.0,25.0,6.91529618464,6.10810810811,1.0,25.0,6.91529618464,0,0,0,37.0,6.20192162162,4.1625,17.7332,2.26168332309,tw-limprovement,jdrasil-b25-n1,3.5663,"(0, 25]",2.26089358926,205.7184,5.55995675676,17.1486,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
13,pace2016,32.6923076923,26.0,50.0,8.5086682799,33.5384615385,26.0,51.0,9.32394216176,4,11,6,13.0,372.396184615,6.0725,4062.01,1114.00008022,tw-limprovement,tcs-b100-n1,5.395,"(25, 50]",1113.99221596,4831.9995,371.692269231,4061.2719,-w 1800 -b 100 -r 10
14,pace2016,33.2142857143,26.0,50.0,9.24186604058,33.7142857143,26.0,51.0,9.89505370941,4,7,3,14.0,132.182357143,6.4197,1284.7,339.027859205,tw-limprovement,tcs-b150-n1,5.703,"(25, 50]",339.015857261,1840.6105,131.472178571,1283.9374,-w 1800 -b 150 -r 10
14,pace2016,33.2142857143,26.0,50.0,9.24186604058,33.7142857143,26.0,51.0,9.89505370941,4,7,3,14.0,189.373164286,6.3641,1307.01,406.245406673,tw-limprovement,tcs-b125-n1,5.683,"(25, 50]",406.253077933,2641.2493,188.660664286,1306.356,-w 1800 -b 125 -r 10
17,pace2016,32.7647058824,26.0,50.0,8.55518418683,33.1764705882,26.0,51.0,9.15310940417,4,7,3,17.0,327.699076471,8.3717,3389.54,913.456275187,tw-limprovement,jdrasil-b100-n1,7.672,"(25, 50]",913.333520353,5557.1907,326.893570588,3388.0717,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
16,pace2016,32.5625,26.0,50.0,8.79370039669,33.0,26.0,51.0,9.42337519151,4,7,3,16.0,522.48030625,6.4636,4371.25,1382.6972942,tw-limprovement,jdrasil-b75t1800-n1,5.7973,"(25, 50]",1382.68554565,8347.2005,521.70003125,4370.4689,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'"
16,pace2016,32.625,26.0,50.0,8.08187272027,33.0,26.0,50.0,8.41427358719,3,6,4,16.0,22.2964,7.191,166.525,38.8042347351,tw-limprovement,jdrasil-b75-n1,6.4841,"(25, 50]",38.8136094299,345.5519,21.59699375,165.9022,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
13,pace2016,33.6153846154,26.0,50.0,8.82740488043,34.0769230769,26.0,50.0,9.04121616507,4,6,3,13.0,48.7505538462,5.6583,243.495,77.0405713264,tw-limprovement,tcs-b75-n1,5.1398,"(25, 50]",77.0354928372,626.1224,48.1632615385,242.9105,-w 1800 -b 75 -r 10
18,pace2016,32.2222222222,26.0,50.0,7.89307630742,32.4444444444,26.0,50.0,8.07481358169,2,4,2,18.0,3.12562222222,1.7695,7.7412,1.52414480768,tw-limprovement,htd-b150-n1,1.2393,"(25, 50]",1.53537420089,45.6303,2.53501666667,7.1777,-w 1800 -b 150 -r 10 -s htd_main
18,pace2016,32.2222222222,26.0,50.0,7.89307630742,32.4444444444,26.0,50.0,8.07481358169,2,4,2,18.0,3.24713333333,1.9059,7.7458,1.51559830624,tw-limprovement,htd-b100-n1,1.2988,"(25, 50]",1.57591448559,46.395,2.5775,7.1756,-w 1800 -b 100 -r 10 -s htd_main
15,pace2016,31.5333333333,26.0,50.0,8.04333501076,31.8,26.0,50.0,8.39387531818,3,4,2,15.0,19.2859133333,7.4525,57.5004,15.6327803204,tw-limprovement,jdrasil-b150-n1,6.8771,"(25, 50]",15.6619635932,277.7309,18.5153933333,56.9043,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
15,pace2016,31.5333333333,26.0,50.0,8.04333501076,31.8,26.0,50.0,8.39387531818,3,4,2,15.0,19.5033666667,6.0818,62.9706,16.3626896609,tw-limprovement,jdrasil-b125-n1,5.5056,"(25, 50]",16.2771613594,278.4679,18.5645266667,61.6366,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
15,pace2016,33.1333333333,26.0,50.0,8.74125413253,33.3333333333,26.0,50.0,8.59955702071,1,3,3,15.0,25.3788666667,6.4015,245.99,61.1730634591,tw-limprovement,tcs-b50-n1,5.8892,"(25, 50]",61.1487665374,371.7277,24.7818466667,245.3151,-w 1800 -b 50 -r 10
18,pace2016,32.4444444444,26.0,50.0,8.07481358169,32.4444444444,26.0,50.0,8.07481358169,0,0,0,18.0,8.28208333333,5.8228,12.9971,2.24609434463,tw-limprovement,jdrasil-b25-n1,5.2646,"(25, 50]",2.20500224149,136.1294,7.56274444444,12.4442,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
17,pace2016,32.6470588235,26.0,50.0,8.27602845928,32.6470588235,26.0,50.0,8.27602845928,0,0,0,17.0,10.0408764706,6.1601,15.4122,3.01140852333,tw-limprovement,jdrasil-b50-n1,5.5935,"(25, 50]",2.96555399736,159.8697,9.4041,14.8323,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
6,pace2016,62.8333333333,54.0,72.0,7.67897562613,65.8333333333,54.0,77.0,9.57949198375,4,18,11,6.0,1186.69758333,12.2255,6869.37,2784.27121645,tw-limprovement,tcs-b150-n1,11.517,"(50, 75]",2784.2393999,7115.9574,1185.9929,6868.6008,-w 1800 -b 150 -r 10
7,pace2016,62.4285714286,54.0,71.0,7.02037850017,64.7142857143,54.0,77.0,9.2324479548,5,16,10,7.0,59.2751857143,12.6484,196.602,63.9681621692,tw-limprovement,jdrasil-b100-n1,11.791,"(50, 75]",63.9386928792,410.2348,58.6049714286,195.8563,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
7,pace2016,62.4285714286,54.0,71.0,7.02037850017,64.7142857143,54.0,77.0,9.2324479548,5,16,10,7.0,66.9877857143,17.54,211.878,67.6240113658,tw-limprovement,jdrasil-b75t1800-n1,16.7394,"(50, 75]",67.5814425905,463.6401,66.2343,211.0644,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'"
7,pace2016,62.4285714286,54.0,71.0,7.02037850017,64.7142857143,54.0,77.0,9.2324479548,5,16,10,7.0,67.3000571429,14.1512,142.813,53.9324914111,tw-limprovement,jdrasil-b125-n1,13.4548,"(50, 75]",53.8119179629,465.5796,66.5113714286,141.534,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
6,pace2016,60.1666666667,54.0,71.0,6.55489638871,62.6666666667,54.0,72.0,8.18942407417,4,15,11,6.0,65.9778666667,19.5858,146.376,45.9212843549,tw-limprovement,jdrasil-b150-n1,18.0373,"(50, 75]",46.1110779856,390.6555,65.10925,145.6249,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
7,pace2016,63.5714285714,54.0,72.0,7.9342536481,64.7142857143,54.0,77.0,9.2324479548,4,8,5,7.0,423.264514286,12.6927,2712.83,1010.40355416,tw-limprovement,tcs-b100-n1,12.023,"(50, 75]",1010.40449405,2957.9999,422.571414286,2712.138,-w 1800 -b 100 -r 10
7,pace2016,63.5714285714,54.0,72.0,7.9342536481,64.7142857143,54.0,77.0,9.2324479548,4,8,5,7.0,1021.36495714,12.4817,6787.11,2542.82089875,tw-limprovement,tcs-b125-n1,11.8494,"(50, 75]",2542.76561205,7144.6332,1020.66188571,6786.2814,-w 1800 -b 125 -r 10
8,pace2016,62.75,51.0,75.0,9.4377660795,63.0,51.0,77.0,9.82707629824,1,2,2,8.0,4.894875,2.8096,7.1628,1.40510223395,tw-limprovement,htd-b150-n1,2.2576,"(50, 75]",1.39994248326,33.8014,4.225175,6.4146,-w 1800 -b 150 -r 10 -s htd_main
7,pace2016,61.0,51.0,72.0,8.67947771086,61.0,51.0,72.0,8.67947771086,0,0,0,7.0,4.54065714286,2.6991,6.1691,1.18527782799,tw-limprovement,htd-b100-n1,2.1345,"(50, 75]",1.19300101964,27.4516,3.92165714286,5.5731,-w 1800 -b 100 -r 10 -s htd_main
7,pace2016,61.0,51.0,72.0,8.67947771086,61.0,51.0,72.0,8.67947771086,0,0,0,7.0,11.2021285714,8.3685,13.4392,1.49600293417,tw-limprovement,jdrasil-b25-n1,7.4785,"(50, 75]",1.58718619036,73.6453,10.5207571429,12.8666,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
7,pace2016,61.0,51.0,72.0,8.67947771086,61.0,51.0,72.0,8.67947771086,0,0,0,7.0,12.3906285714,8.6755,16.2666,2.86450778652,tw-limprovement,jdrasil-b50-n1,8.0972,"(50, 75]",2.86300477695,82.6682,11.8097428571,15.6829,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
7,pace2016,61.0,51.0,72.0,8.67947771086,61.0,51.0,72.0,8.67947771086,0,0,0,7.0,20.6045285714,11.501,25.1916,4.6324191879,tw-limprovement,tcs-b50-n1,10.8921,"(50, 75]",4.65414637818,140.2446,20.0349428571,24.648,-w 1800 -b 50 -r 10
