instance,benchmark_name,width,width,width,width,ubound,ubound,ubound,ubound,abs_improvement,abs_improvement,abs_improvement,solved,time,time,time,time,solver,solver_config,wall,tw_range,wall,wall,wall,wall,solver_args
count,,mean,amin,amax,std,mean,amin,amax,std,count_nonzero,sum,amax,sum,mean,amin,amax,std,,,amin,,std,sum,mean,amax,
7,pace2016,61.0,51.0,72.0,8.67947771086,61.0,51.0,72.0,8.67947771086,0,0,0,7.0,20.7686714286,13.3903,27.6554,5.08797957763,tw-limprovement,tcs-b75-n1,12.8783,"(50, 75]",5.03861325125,141.1331,20.1618714286,26.9601,-w 1800 -b 75 -r 10
7,pace2016,61.0,51.0,72.0,8.67947771086,61.0,51.0,72.0,8.67947771086,0,0,0,7.0,23.0514714286,10.6913,52.3488,15.4676249648,tw-limprovement,jdrasil-b75-n1,10.0074,"(50, 75]",15.4474115633,155.7973,22.2567571429,51.5707,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
4,pace2016,92.0,79.0,100.0,9.05538513814,96.25,83.0,104.0,9.17877987534,3,17,10,4.0,1548.651675,33.555,6080.71,3021.37820725,tw-limprovement,tcs-b150-n1,32.7805,"(75, 100]",3021.43799736,6191.4545,1547.863625,6080.0117,-w 1800 -b 150 -r 10
4,pace2016,93.25,79.0,100.0,9.74251849712,96.75,83.0,106.0,9.77667291737,3,14,7,4.0,708.0667,32.3108,2716.87,1339.21957401,tw-limprovement,tcs-b125-n1,31.4652,"(75, 100]",1339.23773614,2829.0349,707.258725,2716.0891,-w 1800 -b 125 -r 10
3,pace2016,98.0,95.0,100.0,2.64575131106,100.666666667,98.0,104.0,3.0550504633,2,8,5,3.0,101.961333333,41.8174,169.5,64.1616953212,tw-limprovement,jdrasil-b150-n1,41.0298,"(75, 100]",64.1736285995,303.5138,101.171266667,168.7321,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
4,pace2016,88.5,77.0,100.0,12.179217271,89.5,77.0,100.0,11.2694276696,1,4,4,4.0,35.835775,29.028,42.9336,6.21036552353,tw-limprovement,tcs-b100-n1,28.3061,"(75, 100]",6.19550624156,140.4329,35.108225,42.1994,-w 1800 -b 100 -r 10
4,pace2016,88.75,76.0,100.0,11.1766124862,89.5,77.0,100.0,11.2694276696,2,3,2,4.0,6.3563,3.4834,11.5157,3.69696994578,tw-limprovement,htd-b150-n1,2.9477,"(75, 100]",3.659451942,23.2341,5.808525,10.906,-w 1800 -b 150 -r 10 -s htd_main
2,pace2016,97.5,95.0,100.0,3.53553390593,99.0,98.0,100.0,1.41421356237,1,3,3,2.0,64.6289,41.4028,87.855,32.846665621,tw-limprovement,jdrasil-b125-n1,40.7394,"(75, 100]",32.5867331683,127.5634,63.7817,86.824,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
5,pace2016,86.8,76.0,100.0,11.4760620424,87.0,77.0,100.0,11.2472218792,1,1,1,5.0,6.36642,3.5406,10.9594,2.97980091986,tw-limprovement,htd-b100-n1,3.0074,"(75, 100]",2.98642343816,29.0384,5.80768,10.4235,-w 1800 -b 100 -r 10 -s htd_main
5,pace2016,86.8,76.0,100.0,11.4760620424,87.0,77.0,100.0,11.2472218792,1,1,1,5.0,16.18886,13.8078,20.5422,2.68382001036,tw-limprovement,jdrasil-b50-n1,13.0403,"(75, 100]",2.73508037414,77.6603,15.53206,19.9645,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
5,pace2016,86.8,76.0,100.0,11.4760620424,87.0,77.0,100.0,11.2472218792,1,1,1,5.0,16.99146,14.0785,21.3416,2.82392022161,tw-limprovement,jdrasil-b25-n1,13.1564,"(75, 100]",2.90724910474,81.5021,16.30042,20.7391,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
5,pace2016,86.8,76.0,100.0,11.4760620424,87.0,77.0,100.0,11.2472218792,1,1,1,5.0,18.31742,13.739,23.5116,3.88741550931,tw-limprovement,jdrasil-b75-n1,13.0165,"(75, 100]",3.8780560063,88.1048,17.62096,22.8425,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
5,pace2016,86.8,76.0,100.0,11.4760620424,87.0,77.0,100.0,11.2472218792,1,1,1,5.0,32.44634,27.6141,40.3979,5.03065536019,tw-limprovement,tcs-b50-n1,27.0242,"(75, 100]",5.07406236678,159.1871,31.83742,39.8172,-w 1800 -b 50 -r 10
5,pace2016,86.8,76.0,100.0,11.4760620424,87.0,77.0,100.0,11.2472218792,1,1,1,5.0,32.78542,26.0573,40.6096,5.356039488,tw-limprovement,tcs-b75-n1,25.3983,"(75, 100]",5.39139134334,160.8851,32.17702,40.0692,-w 1800 -b 75 -r 10
2,pace2016,99.0,98.0,100.0,1.41421356237,99.0,98.0,100.0,1.41421356237,0,0,0,2.0,21.17625,19.1738,23.1787,2.83189194797,tw-limprovement,jdrasil-b100-n1,18.3632,"(75, 100]",2.75693862917,40.6253,20.31265,22.2621,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
2,pace2016,99.0,98.0,100.0,1.41421356237,99.0,98.0,100.0,1.41421356237,0,0,0,2.0,24.4619,21.5136,27.4102,4.16952584594,tw-limprovement,jdrasil-b75t1800-n1,20.706,"(75, 100]",4.18331442818,47.3281,23.66405,26.6221,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'"
3,pace2016,104.666666667,101.0,109.0,4.04145188433,105.666666667,104.0,109.0,2.88675134595,1,3,3,3.0,59.6871333333,40.4739,80.8657,20.2674931391,tw-limprovement,tcs-b125-n1,39.7256,"(100, 125]",20.314172219,176.9231,58.9743666667,80.2082,-w 1800 -b 125 -r 10
2,pace2016,103.0,102.0,104.0,1.41421356237,104.0,104.0,104.0,0.0,1,2,2,2.0,96.3476,35.0102,157.685,86.7441829607,tw-limprovement,jdrasil-b125-n1,34.1968,"(100, 125]",85.8535819698,189.8089,94.90445,155.6121,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
4,pace2016,105.75,104.0,109.0,2.36290781313,105.75,104.0,109.0,2.36290781313,0,0,0,4.0,7.105125,5.752,9.0933,1.44184740842,tw-limprovement,htd-b100-n1,5.189,"(100, 125]",1.42919718024,26.1724,6.5431,8.5091,-w 1800 -b 100 -r 10 -s htd_main
4,pace2016,105.75,104.0,109.0,2.36290781313,105.75,104.0,109.0,2.36290781313,0,0,0,4.0,7.11575,5.7697,9.5125,1.64400429136,tw-limprovement,htd-b150-n1,5.2091,"(100, 125]",1.58574735377,25.9278,6.48195,8.8007,-w 1800 -b 150 -r 10 -s htd_main
4,pace2016,105.75,104.0,109.0,2.36290781313,105.75,104.0,109.0,2.36290781313,0,0,0,4.0,19.100925,15.5107,24.8741,4.02848157861,tw-limprovement,jdrasil-b75-n1,14.9662,"(100, 125]",3.98509170231,73.8171,18.454275,24.1844,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
4,pace2016,105.75,104.0,109.0,2.36290781313,105.75,104.0,109.0,2.36290781313,0,0,0,4.0,19.170925,18.183,20.1394,0.8028760609,tw-limprovement,jdrasil-b25-n1,17.3762,"(100, 125]",0.938093024438,73.4335,18.358375,19.613,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
4,pace2016,105.75,104.0,109.0,2.36290781313,105.75,104.0,109.0,2.36290781313,0,0,0,4.0,19.2534,15.2641,24.054,3.87262963631,tw-limprovement,jdrasil-b50-n1,14.5598,"(100, 125]",3.93478550146,74.4837,18.620925,23.5362,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
4,pace2016,105.75,104.0,109.0,2.36290781313,105.75,104.0,109.0,2.36290781313,0,0,0,4.0,19.5377,16.8958,21.9667,2.13517984098,tw-limprovement,jdrasil-b100-n1,16.2662,"(100, 125]",2.1318893348,75.6865,18.921625,21.3576,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
4,pace2016,105.75,104.0,109.0,2.36290781313,105.75,104.0,109.0,2.36290781313,0,0,0,4.0,25.266825,23.9147,27.81,1.74630226741,tw-limprovement,jdrasil-b75t1800-n1,23.0515,"(100, 125]",1.77001119276,97.5105,24.377625,26.9625,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'"
1,pace2016,109.0,109.0,109.0,,109.0,109.0,109.0,,0,0,0,1.0,42.9454,42.9454,42.9454,,tw-limprovement,tcs-b150-n1,42.3206,"(100, 125]",,42.3206,42.3206,42.3206,-w 1800 -b 150 -r 10
4,pace2016,105.75,104.0,109.0,2.36290781313,105.75,104.0,109.0,2.36290781313,0,0,0,4.0,44.90195,37.2043,60.4848,10.7967316908,tw-limprovement,tcs-b100-n1,36.3973,"(100, 125]",10.7936102426,176.7594,44.18985,59.7754,-w 1800 -b 100 -r 10
4,pace2016,105.75,104.0,109.0,2.36290781313,105.75,104.0,109.0,2.36290781313,0,0,0,4.0,48.191675,38.8945,71.9614,15.9034082776,tw-limprovement,tcs-b50-n1,38.356,"(100, 125]",15.9028618899,190.5603,47.640075,71.4104,-w 1800 -b 50 -r 10
4,pace2016,105.75,104.0,109.0,2.36290781313,105.75,104.0,109.0,2.36290781313,0,0,0,4.0,48.9716,40.4899,67.0273,12.1911575947,tw-limprovement,tcs-b75-n1,39.9371,"(100, 125]",12.1705249711,193.482,48.3705,66.4016,-w 1800 -b 75 -r 10
3,pace2016,132.333333333,126.0,138.0,6.02771377334,137.0,134.0,142.0,4.35889894354,3,14,8,3.0,148.872966667,49.3859,254.559,102.726922624,tw-limprovement,jdrasil-b150-n1,48.5306,"(125, 150]",102.66773306,443.932,147.977333333,253.5883,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
2,pace2016,134.5,133.0,136.0,2.12132034356,138.5,135.0,142.0,4.94974746831,2,8,6,2.0,116.89745,84.1709,149.624,46.2823308597,tw-limprovement,tcs-b150-n1,83.3875,"(125, 150]",46.4217723169,232.4253,116.21265,149.0378,-w 1800 -b 150 -r 10
3,pace2016,135.333333333,129.0,142.0,6.50640709865,137.0,134.0,142.0,4.35889894354,1,5,5,3.0,10.3547,10.2194,10.5652,0.184758463947,tw-limprovement,htd-b150-n1,9.614,"(125, 150]",0.194576780047,29.2955,9.76516666667,9.9847,-w 1800 -b 150 -r 10 -s htd_main
3,pace2016,137.0,134.0,142.0,4.35889894354,137.0,134.0,142.0,4.35889894354,0,0,0,3.0,10.3325666667,10.1375,10.4338,0.168973203004,tw-limprovement,htd-b100-n1,9.5717,"(125, 150]",0.184344306485,29.3536,9.78453333333,9.894,-w 1800 -b 100 -r 10 -s htd_main
3,pace2016,137.0,134.0,142.0,4.35889894354,137.0,134.0,142.0,4.35889894354,0,0,0,3.0,25.1322,23.9132,26.6645,1.40215212798,tw-limprovement,jdrasil-b25-n1,23.2525,"(125, 150]",1.31258751073,73.3559,24.4519666667,25.8541,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
3,pace2016,137.0,134.0,142.0,4.35889894354,137.0,134.0,142.0,4.35889894354,0,0,0,3.0,26.3097,23.8008,28.0565,2.22785612866,tw-limprovement,jdrasil-b50-n1,23.1263,"(125, 150]",2.23853546171,76.8881,25.6293666667,27.4395,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
3,pace2016,137.0,134.0,142.0,4.35889894354,137.0,134.0,142.0,4.35889894354,0,0,0,3.0,28.9578666667,26.9426,30.708,1.8966499554,tw-limprovement,jdrasil-b100-n1,25.7433,"(125, 150]",1.94400815413,83.7958,27.9319333333,29.4582,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
3,pace2016,137.0,134.0,142.0,4.35889894354,137.0,134.0,142.0,4.35889894354,0,0,0,3.0,29.7421666667,25.0658,32.1792,4.05105853122,tw-limprovement,jdrasil-b75-n1,24.3687,"(125, 150]",3.88407917315,86.4485,28.8161666667,31.541,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
3,pace2016,137.0,134.0,142.0,4.35889894354,137.0,134.0,142.0,4.35889894354,0,0,0,3.0,31.9514,28.5866,33.7494,2.91629433357,tw-limprovement,jdrasil-b125-n1,27.9994,"(125, 150]",2.73711126251,93.4349,31.1449666667,32.9839,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
3,pace2016,137.0,134.0,142.0,4.35889894354,137.0,134.0,142.0,4.35889894354,0,0,0,3.0,34.5585666667,32.5485,38.4229,3.34751736266,tw-limprovement,jdrasil-b75t1800-n1,31.7889,"(125, 150]",2.96359461297,100.7094,33.5698,36.9909,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'"
3,pace2016,137.0,134.0,142.0,4.35889894354,137.0,134.0,142.0,4.35889894354,0,0,0,3.0,82.2192333333,76.8269,88.8462,6.10402594386,tw-limprovement,tcs-b125-n1,76.0952,"(125, 150]",6.08849206482,244.5316,81.5105333333,88.1009,-w 1800 -b 125 -r 10
3,pace2016,137.0,134.0,142.0,4.35889894354,137.0,134.0,142.0,4.35889894354,0,0,0,3.0,83.5554666667,78.1991,88.9243,5.36261086816,tw-limprovement,tcs-b100-n1,77.4814,"(125, 150]",5.37120366616,248.6153,82.8717666667,88.2236,-w 1800 -b 100 -r 10
3,pace2016,137.0,134.0,142.0,4.35889894354,137.0,134.0,142.0,4.35889894354,0,0,0,3.0,90.8537666667,84.8478,102.553,10.1330395619,tw-limprovement,tcs-b50-n1,84.1023,"(125, 150]",10.1530396202,270.5325,90.1775,101.8986,-w 1800 -b 50 -r 10
3,pace2016,137.0,134.0,142.0,4.35889894354,137.0,134.0,142.0,4.35889894354,0,0,0,3.0,93.7365333333,87.9906,98.1185,5.19989359539,tw-limprovement,tcs-b75-n1,87.4168,"(125, 150]",5.21350791342,279.5033,93.1677666667,97.5845,-w 1800 -b 75 -r 10
1,pace2016,174.0,174.0,174.0,,174.0,174.0,174.0,,0,0,0,1.0,21.0924,21.0924,21.0924,,tw-limprovement,htd-b100-n1,20.4837,"(150, 175]",,20.4837,20.4837,20.4837,-w 1800 -b 100 -r 10 -s htd_main
1,pace2016,174.0,174.0,174.0,,174.0,174.0,174.0,,0,0,0,1.0,21.4294,21.4294,21.4294,,tw-limprovement,htd-b150-n1,20.7799,"(150, 175]",,20.7799,20.7799,20.7799,-w 1800 -b 150 -r 10 -s htd_main
1,pace2016,174.0,174.0,174.0,,174.0,174.0,174.0,,0,0,0,1.0,41.4455,41.4455,41.4455,,tw-limprovement,jdrasil-b25-n1,40.8309,"(150, 175]",,40.8309,40.8309,40.8309,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,pace2016,174.0,174.0,174.0,,174.0,174.0,174.0,,0,0,0,1.0,45.4852,45.4852,45.4852,,tw-limprovement,jdrasil-b75-n1,44.7606,"(150, 175]",,44.7606,44.7606,44.7606,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,pace2016,174.0,174.0,174.0,,174.0,174.0,174.0,,0,0,0,1.0,46.3259,46.3259,46.3259,,tw-limprovement,jdrasil-b50-n1,45.769,"(150, 175]",,45.769,45.769,45.769,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,pace2016,174.0,174.0,174.0,,174.0,174.0,174.0,,0,0,0,1.0,47.4889,47.4889,47.4889,,tw-limprovement,jdrasil-b100-n1,46.5933,"(150, 175]",,46.5933,46.5933,46.5933,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,pace2016,174.0,174.0,174.0,,174.0,174.0,174.0,,0,0,0,1.0,47.8048,47.8048,47.8048,,tw-limprovement,jdrasil-b75t1800-n1,47.0103,"(150, 175]",,47.0103,47.0103,47.0103,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'"
1,pace2016,174.0,174.0,174.0,,174.0,174.0,174.0,,0,0,0,1.0,50.2528,50.2528,50.2528,,tw-limprovement,jdrasil-b125-n1,48.8195,"(150, 175]",,48.8195,48.8195,48.8195,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,pace2016,174.0,174.0,174.0,,174.0,174.0,174.0,,0,0,0,1.0,50.6402,50.6402,50.6402,,tw-limprovement,jdrasil-b150-n1,49.8192,"(150, 175]",,49.8192,49.8192,49.8192,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,pace2016,174.0,174.0,174.0,,174.0,174.0,174.0,,0,0,0,1.0,137.506,137.506,137.506,,tw-limprovement,tcs-b125-n1,136.8019,"(150, 175]",,136.8019,136.8019,136.8019,-w 1800 -b 125 -r 10
1,pace2016,174.0,174.0,174.0,,174.0,174.0,174.0,,0,0,0,1.0,137.723,137.723,137.723,,tw-limprovement,tcs-b100-n1,136.9274,"(150, 175]",,136.9274,136.9274,136.9274,-w 1800 -b 100 -r 10
1,pace2016,174.0,174.0,174.0,,174.0,174.0,174.0,,0,0,0,1.0,139.514,139.514,139.514,,tw-limprovement,tcs-b150-n1,138.7512,"(150, 175]",,138.7512,138.7512,138.7512,-w 1800 -b 150 -r 10
1,pace2016,174.0,174.0,174.0,,174.0,174.0,174.0,,0,0,0,1.0,145.359,145.359,145.359,,tw-limprovement,tcs-b50-n1,144.7942,"(150, 175]",,144.7942,144.7942,144.7942,-w 1800 -b 50 -r 10
1,pace2016,174.0,174.0,174.0,,174.0,174.0,174.0,,0,0,0,1.0,156.065,156.065,156.065,,tw-limprovement,tcs-b75-n1,155.3681,"(150, 175]",,155.3681,155.3681,155.3681,-w 1800 -b 75 -r 10
3,pace2016,178.666666667,177.0,181.0,2.08166599947,178.666666667,177.0,181.0,2.08166599947,0,0,0,3.0,19.9299,14.4586,23.6335,4.83614205437,tw-limprovement,htd-b100-n1,13.8146,"(175, 200]",4.88456718553,58.0164,19.3388,23.0865,-w 1800 -b 100 -r 10 -s htd_main
3,pace2016,178.666666667,177.0,181.0,2.08166599947,178.666666667,177.0,181.0,2.08166599947,0,0,0,3.0,20.0507666667,14.6911,23.8309,4.77023900589,tw-limprovement,htd-b150-n1,14.1186,"(175, 200]",4.78446677384,58.494,19.498,23.2775,-w 1800 -b 150 -r 10 -s htd_main
3,pace2016,178.666666667,177.0,181.0,2.08166599947,178.666666667,177.0,181.0,2.08166599947,0,0,0,3.0,38.9544333333,35.0755,42.0959,3.56782803024,tw-limprovement,jdrasil-b75-n1,34.3711,"(175, 200]",3.60288474836,114.882,38.294,41.455,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
3,pace2016,178.666666667,177.0,181.0,2.08166599947,178.666666667,177.0,181.0,2.08166599947,0,0,0,3.0,39.3266666667,38.4095,40.5908,1.13128547385,tw-limprovement,jdrasil-b100-n1,37.8123,"(175, 200]",1.16132792239,116.2646,38.7548666667,40.0522,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
3,pace2016,178.666666667,177.0,181.0,2.08166599947,178.666666667,177.0,181.0,2.08166599947,0,0,0,3.0,41.6379,38.0707,45.5956,3.77761799154,tw-limprovement,jdrasil-b25-n1,37.4091,"(175, 200]",3.79909489352,122.9361,40.9787,44.9718,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
3,pace2016,178.666666667,177.0,181.0,2.08166599947,178.666666667,177.0,181.0,2.08166599947,0,0,0,3.0,43.1892,39.8837,48.8784,4.94850242902,tw-limprovement,jdrasil-b50-n1,39.3553,"(175, 200]",5.08873394896,127.3708,42.4569333333,48.3298,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
3,pace2016,178.666666667,177.0,181.0,2.08166599947,178.666666667,177.0,181.0,2.08166599947,0,0,0,3.0,48.8380333333,43.4214,54.0597,5.32182917081,tw-limprovement,jdrasil-b125-n1,41.6472,"(175, 200]",5.73039323113,143.0521,47.6840333333,53.0487,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
3,pace2016,178.666666667,177.0,181.0,2.08166599947,178.666666667,177.0,181.0,2.08166599947,0,0,0,3.0,51.1187666667,49.382,52.0761,1.50671196429,tw-limprovement,jdrasil-b150-n1,48.626,"(175, 200]",1.40482750543,150.7416,50.2472,51.106,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
3,pace2016,178.666666667,177.0,181.0,2.08166599947,178.666666667,177.0,181.0,2.08166599947,0,0,0,3.0,51.7225,47.3208,57.7848,5.42604996936,tw-limprovement,jdrasil-b75t1800-n1,46.4611,"(175, 200]",5.41599020063,152.5919,50.8639666667,56.9117,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'"
3,pace2016,178.666666667,177.0,181.0,2.08166599947,178.666666667,177.0,181.0,2.08166599947,0,0,0,3.0,153.212,151.299,155.591,2.18361695359,tw-limprovement,tcs-b125-n1,150.4662,"(175, 200]",2.21568515438,457.4882,152.496066667,154.8597,-w 1800 -b 125 -r 10
3,pace2016,178.666666667,177.0,181.0,2.08166599947,178.666666667,177.0,181.0,2.08166599947,0,0,0,3.0,154.168666667,152.781,155.781,1.5125661418,tw-limprovement,tcs-b150-n1,152.0675,"(175, 200]",1.52499999016,460.4058,153.4686,155.0929,-w 1800 -b 150 -r 10
3,pace2016,178.666666667,177.0,181.0,2.08166599947,178.666666667,177.0,181.0,2.08166599947,0,0,0,3.0,158.031666667,156.726,159.286,1.28077177254,tw-limprovement,tcs-b100-n1,156.0252,"(175, 200]",1.22956072373,471.9232,157.307733333,158.4764,-w 1800 -b 100 -r 10
3,pace2016,178.666666667,177.0,181.0,2.08166599947,178.666666667,177.0,181.0,2.08166599947,0,0,0,3.0,165.951666667,159.486,169.327,5.60124453433,tw-limprovement,tcs-b75-n1,158.9607,"(175, 200]",5.56036770846,496.1347,165.378233333,168.7577,-w 1800 -b 75 -r 10
3,pace2016,178.666666667,177.0,181.0,2.08166599947,178.666666667,177.0,181.0,2.08166599947,0,0,0,3.0,167.459333333,160.1,173.09,6.66530129352,tw-limprovement,tcs-b50-n1,159.4957,"(175, 200]",6.6100150083,500.4306,166.8102,172.3558,-w 1800 -b 50 -r 10
3,pace2016,213.333333333,202.0,223.0,10.5987420637,213.333333333,202.0,223.0,10.5987420637,0,0,0,3.0,75.0598666667,60.3031,97.945,20.0943006199,tw-limprovement,jdrasil-b25-n1,59.7328,"(200, 225]",20.0196901592,223.3806,74.4602,97.2549,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
3,pace2016,213.333333333,202.0,223.0,10.5987420637,213.333333333,202.0,223.0,10.5987420637,0,0,0,3.0,76.7621666667,61.8928,96.3285,17.6918195933,tw-limprovement,jdrasil-b50-n1,61.2763,"(200, 225]",17.7158420268,228.4725,76.1575,95.7539,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
3,pace2016,213.333333333,202.0,223.0,10.5987420637,213.333333333,202.0,223.0,10.5987420637,0,0,0,3.0,358.032666667,216.819,601.56,211.795831074,tw-limprovement,tcs-b100-n1,216.034,"(200, 225]",211.791804133,1071.7688,357.256266667,600.7777,-w 1800 -b 100 -r 10
3,pace2016,213.333333333,202.0,223.0,10.5987420637,213.333333333,202.0,223.0,10.5987420637,0,0,0,3.0,371.141,231.215,613.992,211.127271216,tw-limprovement,tcs-b50-n1,230.5164,"(200, 225]",211.198171607,1111.5994,370.533133333,613.461,-w 1800 -b 50 -r 10
1,pace2016,238.0,238.0,238.0,,238.0,238.0,238.0,,0,0,0,1.0,75.0982,75.0982,75.0982,,tw-limprovement,jdrasil-b50-n1,74.4691,"(225, 250]",,74.4691,74.4691,74.4691,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,pace2016,238.0,238.0,238.0,,238.0,238.0,238.0,,0,0,0,1.0,77.6532,77.6532,77.6532,,tw-limprovement,jdrasil-b25-n1,77.0951,"(225, 250]",,77.0951,77.0951,77.0951,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
1,pace2016,238.0,238.0,238.0,,238.0,238.0,238.0,,0,0,0,1.0,343.159,343.159,343.159,,tw-limprovement,tcs-b100-n1,342.3691,"(225, 250]",,342.3691,342.3691,342.3691,-w 1800 -b 100 -r 10
1,pace2016,238.0,238.0,238.0,,238.0,238.0,238.0,,0,0,0,1.0,360.092,360.092,360.092,,tw-limprovement,tcs-b50-n1,359.5156,"(225, 250]",,359.5156,359.5156,359.5156,-w 1800 -b 50 -r 10
2,pace2016,295.0,290.0,300.0,7.07106781187,295.0,290.0,300.0,7.07106781187,0,0,0,2.0,118.597,107.267,129.927,16.0230396617,tw-limprovement,jdrasil-b25-n1,106.6448,"(275, 300]",15.981461783,235.8908,117.9454,129.246,"-w 1800 -b 25 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
2,pace2016,295.0,290.0,300.0,7.07106781187,295.0,290.0,300.0,7.07106781187,0,0,0,2.0,127.305,119.843,134.767,10.5528616024,tw-limprovement,jdrasil-b50-n1,119.1867,"(275, 300]",10.5443056104,253.2853,126.64265,134.0986,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'"
2,pace2016,295.0,290.0,300.0,7.07106781187,295.0,290.0,300.0,7.07106781187,0,0,0,2.0,861.2145,815.253,907.176,64.999376647,tw-limprovement,tcs-b50-n1,814.7361,"(275, 300]",64.9126853556,1721.2726,860.6363,906.5365,-w 1800 -b 50 -r 10
2,pace2016,295.0,290.0,300.0,7.07106781187,295.0,290.0,300.0,7.07106781187,0,0,0,2.0,881.991,825.604,938.378,79.7432601415,tw-limprovement,tcs-b100-n1,824.9032,"(275, 300]",79.6883886553,1762.5028,881.2514,937.5996,-w 1800 -b 100 -r 10
219,transit,13.00456621,4.0,25.0,5.72576481562,13.5753424658,4.0,27.0,6.21167399372,95,125,5,219.0,14.5747109589,2.1448,616.465,58.9753357853,tw-limprovement,tcs-b75-n1,1.6424,"(0, 25]",58.9740678619,3058.4189,13.965383105,615.9398,-w 1800 -b 75 -r 10
216,transit,12.9027777778,4.0,25.0,5.69902412427,13.4768518519,4.0,31.0,6.22294488697,92,124,6,216.0,102.805029167,2.0685,6836.81,620.471045513,tw-limprovement,tcs-b100-n1,1.5423,"(0, 25]",620.48088093,22045.3185,102.061659722,6836.1131,-w 1800 -b 100 -r 10
218,transit,13.0642201835,4.0,25.0,5.76302408672,13.6100917431,4.0,28.0,6.23423645197,91,119,4,218.0,74.7094027523,4.9991,2671.44,311.903207775,tw-limprovement,jdrasil-b75t1800-n1,3.9866,"(0, 25]",311.916475635,16109.9589,73.8988940367,2670.7556,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'"
