instance,benchmark_name,class,abs_improvement,time,solved,solver_config
BN_73.dgf,twlib,atmost5000,1,30.9441,1.0,tcs-b125-n1
BN_73.dgf,twlib,atmost5000,1,41.2017,1.0,tcs-b100-n1
BN_73.dgf,twlib,atmost5000,1,52.1054,1.0,jdrasil-b125-n1
BN_73.dgf,twlib,atmost5000,1,66.1284,1.0,jdrasil-b100-n1
BN_73.dgf,twlib,atmost5000,1,72.9135,1.0,jdrasil-b75t1800-n1
BN_73.dgf,twlib,atmost5000,1,358.486,1.0,tcs-b150-n1
BN_73.dgf,twlib,atmost5000,2,153.025,1.0,jdrasil-b150-n1
BN_73.edge,networks,atmost5000,1,30.3161,1.0,tcs-b125-n1
BN_73.edge,networks,atmost5000,1,37.7731,1.0,tcs-b100-n1
BN_73.edge,networks,atmost5000,1,58.676,1.0,jdrasil-b125-n1
BN_73.edge,networks,atmost5000,1,73.7986,1.0,jdrasil-b100-n1
BN_73.edge,networks,atmost5000,1,77.5259,1.0,jdrasil-b75t1800-n1
BN_73.edge,networks,atmost5000,1,368.64,1.0,tcs-b150-n1
BN_73.edge,networks,atmost5000,2,152.269,1.0,jdrasil-b150-n1
BN_76-pp.dgf,twlib,atmost2000,2,93.3877,1.0,jdrasil-b100-n1
BN_76-pp.dgf,twlib,atmost2000,2,96.5934,1.0,jdrasil-b75t1800-n1
BN_76-pp.dgf,twlib,atmost2000,2,156.733,1.0,jdrasil-b125-n1
BN_76-pp.dgf,twlib,atmost2000,2,1270.75,1.0,jdrasil-b150-n1
BN_76-pp.dgf,twlib,atmost2000,2,2481.88,1.0,tcs-b125-n1
BN_76.dgf,twlib,atmost5000,6,68.8072,1.0,tcs-b100-n1
BN_76.dgf,twlib,atmost5000,10,3540.99,1.0,jdrasil-b125-n1
BN_76.edge,networks,atmost5000,6,69.0894,1.0,tcs-b100-n1
BN_76.edge,networks,atmost5000,10,3657.37,1.0,jdrasil-b125-n1
BN_77-pp.dgf,twlib,atmost500,2,10.0646,1.0,tcs-b125-n1
BN_77-pp.dgf,twlib,atmost500,2,10.8085,1.0,tcs-b150-n1
BN_77-pp.dgf,twlib,atmost500,2,19.798,1.0,jdrasil-b50-n1
BN_77-pp.dgf,twlib,atmost500,2,20.9289,1.0,jdrasil-b75-n1
BN_77-pp.dgf,twlib,atmost500,2,21.1211,1.0,jdrasil-b150-n1
BN_77-pp.dgf,twlib,atmost500,2,24.2739,1.0,jdrasil-b100-n1
BN_77-pp.dgf,twlib,atmost500,2,26.4477,1.0,jdrasil-b125-n1
BN_77-pp.dgf,twlib,atmost500,2,28.1378,1.0,jdrasil-b75t1800-n1
BN_77.dgf,twlib,atmost2000,1,27.3989,1.0,jdrasil-b50-n1
BN_77.dgf,twlib,atmost2000,1,30.8435,1.0,jdrasil-b75t1800-n1
BN_77.dgf,twlib,atmost2000,1,33.6694,1.0,jdrasil-b100-n1
BN_77.dgf,twlib,atmost2000,1,34.9273,1.0,jdrasil-b75-n1
BN_77.dgf,twlib,atmost2000,1,37.3521,1.0,jdrasil-b125-n1
BN_77.dgf,twlib,atmost2000,1,38.6293,1.0,jdrasil-b150-n1
BN_77.dgf,twlib,atmost2000,1,52.1239,1.0,tcs-b125-n1
BN_77.dgf,twlib,atmost2000,1,78.5431,1.0,tcs-b100-n1
BN_77.dgf,twlib,atmost2000,1,109.682,1.0,tcs-b150-n1
BN_8.dgf,twlib,atmost200,2,6.1005,1.0,tcs-b50-n1
BN_8.dgf,twlib,atmost200,2,12.5013,1.0,jdrasil-b125-n1
BN_8.dgf,twlib,atmost200,2,13.0751,1.0,jdrasil-b150-n1
BN_8.dgf,twlib,atmost200,2,13.5082,1.0,jdrasil-b75-n1
BN_8.dgf,twlib,atmost200,2,15.4515,1.0,jdrasil-b100-n1
BN_8.dgf,twlib,atmost200,2,16.6043,1.0,tcs-b100-n1
BN_8.dgf,twlib,atmost200,2,16.6123,1.0,tcs-b125-n1
BN_8.dgf,twlib,atmost200,2,17.0339,1.0,tcs-b150-n1
BN_8.dgf,twlib,atmost200,2,17.363,1.0,tcs-b75-n1
BN_8.dgf,twlib,atmost200,2,19.4458,1.0,jdrasil-b75t1800-n1
BN_8.dgf,twlib,atmost200,2,20.7694,1.0,jdrasil-b50-n1
BN_9.dgf,twlib,atmost200,1,6.8435,1.0,tcs-b50-n1
BN_9.dgf,twlib,atmost200,2,14.8443,1.0,jdrasil-b50-n1
BN_9.dgf,twlib,atmost200,3,53.3631,1.0,jdrasil-b150-n1
BN_9.dgf,twlib,atmost200,3,55.4408,1.0,jdrasil-b100-n1
BN_9.dgf,twlib,atmost200,3,58.4857,1.0,jdrasil-b125-n1
BN_9.dgf,twlib,atmost200,3,64.3709,1.0,jdrasil-b75t1800-n1
BN_9.dgf,twlib,atmost200,3,64.4465,1.0,jdrasil-b75-n1
BN_9.dgf,twlib,atmost200,3,69.5897,1.0,tcs-b75-n1
BN_9.dgf,twlib,atmost200,3,73.465,1.0,tcs-b100-n1
BN_9.dgf,twlib,atmost200,3,75.6042,1.0,tcs-b125-n1
BN_9.dgf,twlib,atmost200,3,77.0773,1.0,tcs-b150-n1
BiggsSmithGraph.gr,pace2016,atmost200,1,7.7805,1.0,tcs-b50-n1
BiggsSmithGraph.gr,pace2016,atmost200,1,10.2487,1.0,jdrasil-b50-n1
BiggsSmithGraph.gr,pace2016,atmost200,1,99.1258,1.0,tcs-b75-n1
BiggsSmithGraph.gr,pace2016,atmost200,1,100.809,1.0,tcs-b100-n1
BiggsSmithGraph.gr,pace2016,atmost200,1,104.463,1.0,tcs-b125-n1
BiggsSmithGraph.gr,pace2016,atmost200,1,113.144,1.0,tcs-b150-n1
BiggsSmithGraph.gr,pace2016,atmost200,1,166.746,1.0,jdrasil-b75-n1
BiggsSmithGraph.gr,pace2016,atmost200,1,173.593,1.0,jdrasil-b100-n1
BiggsSmithGraph.gr,pace2016,atmost200,1,181.175,1.0,jdrasil-b75t1800-n1
BiggsSmithGraph.gr,pace2016,atmost200,1,186.571,1.0,jdrasil-b125-n1
BiggsSmithGraph.gr,pace2016,atmost200,1,195.521,1.0,jdrasil-b150-n1
BubbleSortGraph_5.gr,pace2016,atmost200,2,1.9377,1.0,htd-b150-n1
BubbleSortGraph_5.gr,pace2016,atmost200,2,2.8294,1.0,htd-b100-n1
BubbleSortGraph_5.gr,pace2016,atmost200,3,8.3909,1.0,tcs-b50-n1
BubbleSortGraph_5.gr,pace2016,atmost200,5,11.4475,1.0,jdrasil-b50-n1
BubbleSortGraph_5.gr,pace2016,atmost200,5,11.7703,1.0,jdrasil-b125-n1
BubbleSortGraph_5.gr,pace2016,atmost200,5,12.1206,1.0,jdrasil-b75-n1
BubbleSortGraph_5.gr,pace2016,atmost200,5,12.7663,1.0,jdrasil-b75t1800-n1
BubbleSortGraph_5.gr,pace2016,atmost200,5,13.895,1.0,jdrasil-b100-n1
BubbleSortGraph_5.gr,pace2016,atmost200,5,15.7219,1.0,jdrasil-b150-n1
BubbleSortGraph_5.gr,pace2016,atmost200,5,40.9798,1.0,tcs-b75-n1
BubbleSortGraph_5.gr,pace2016,atmost200,5,41.1336,1.0,tcs-b100-n1
BubbleSortGraph_5.gr,pace2016,atmost200,5,43.1527,1.0,tcs-b125-n1
BubbleSortGraph_5.gr,pace2016,atmost200,5,43.4201,1.0,tcs-b150-n1
Cell120.gr,pace2016,atmost1000,10,6080.71,1.0,tcs-b150-n1
DejterGraph.gr,pace2016,atmost200,3,25.2672,1.0,tcs-b75-n1
DejterGraph.gr,pace2016,atmost200,4,21.6508,1.0,jdrasil-b75-n1
DejterGraph.gr,pace2016,atmost200,6,364.815,1.0,tcs-b100-n1
Grids_11.edge,networks,atmost200,2,6.173,1.0,tcs-b50-n1
Grids_11.edge,networks,atmost200,2,9.6906,1.0,jdrasil-b50-n1
Grids_11.edge,networks,atmost200,3,36.4091,1.0,tcs-b75-n1
Grids_13.edge,networks,atmost200,2,6.4921,1.0,tcs-b50-n1
Grids_13.edge,networks,atmost200,2,16.5087,1.0,jdrasil-b50-n1
Grids_13.edge,networks,atmost200,3,39.0053,1.0,tcs-b75-n1
Grids_14.edge,networks,atmost200,2,5.7958,1.0,tcs-b50-n1
Grids_14.edge,networks,atmost200,2,16.6293,1.0,jdrasil-b50-n1
Grids_14.edge,networks,atmost200,3,37.8093,1.0,tcs-b75-n1
Grids_15.edge,networks,atmost500,2,8.8456,1.0,tcs-b150-n1
Grids_15.edge,networks,atmost500,2,8.8997,1.0,tcs-b75-n1
Grids_15.edge,networks,atmost500,2,9.1374,1.0,tcs-b50-n1
Grids_15.edge,networks,atmost500,2,9.2024,1.0,tcs-b100-n1
Grids_15.edge,networks,atmost500,2,9.2766,1.0,tcs-b125-n1
Grids_15.edge,networks,atmost500,2,12.7578,1.0,jdrasil-b125-n1
Grids_15.edge,networks,atmost500,2,13.3971,1.0,jdrasil-b75t1800-n1
Grids_15.edge,networks,atmost500,2,13.5854,1.0,jdrasil-b75-n1
Grids_15.edge,networks,atmost500,2,15.5168,1.0,jdrasil-b150-n1
Grids_15.edge,networks,atmost500,2,17.7945,1.0,jdrasil-b50-n1
Grids_15.edge,networks,atmost500,2,17.9776,1.0,jdrasil-b100-n1
Grids_16.edge,networks,atmost500,2,8.2725,1.0,tcs-b75-n1
Grids_16.edge,networks,atmost500,2,9.11,1.0,tcs-b100-n1
Grids_16.edge,networks,atmost500,2,9.3093,1.0,tcs-b125-n1
Grids_16.edge,networks,atmost500,2,9.3606,1.0,tcs-b150-n1
Grids_16.edge,networks,atmost500,2,10.135,1.0,tcs-b50-n1
Grids_16.edge,networks,atmost500,2,12.9441,1.0,jdrasil-b150-n1
Grids_16.edge,networks,atmost500,2,13.8815,1.0,jdrasil-b75-n1
Grids_16.edge,networks,atmost500,2,14.2999,1.0,jdrasil-b100-n1
Grids_16.edge,networks,atmost500,2,14.5325,1.0,jdrasil-b125-n1
Grids_16.edge,networks,atmost500,2,14.9716,1.0,jdrasil-b50-n1
Grids_16.edge,networks,atmost500,2,18.1492,1.0,jdrasil-b75t1800-n1
Grids_17.edge,networks,atmost500,2,8.2635,1.0,tcs-b50-n1
Grids_17.edge,networks,atmost500,2,8.4437,1.0,tcs-b75-n1
Grids_17.edge,networks,atmost500,2,8.9791,1.0,tcs-b125-n1
Grids_17.edge,networks,atmost500,2,9.0873,1.0,tcs-b100-n1
Grids_17.edge,networks,atmost500,2,9.214,1.0,tcs-b150-n1
Grids_17.edge,networks,atmost500,2,12.5327,1.0,jdrasil-b75-n1
Grids_17.edge,networks,atmost500,2,13.9624,1.0,jdrasil-b75t1800-n1
Grids_17.edge,networks,atmost500,2,15.122,1.0,jdrasil-b125-n1
Grids_17.edge,networks,atmost500,2,16.3457,1.0,jdrasil-b150-n1
Grids_17.edge,networks,atmost500,2,16.71,1.0,jdrasil-b50-n1
Grids_17.edge,networks,atmost500,2,18.0105,1.0,jdrasil-b100-n1
Grids_18.edge,networks,atmost500,2,8.5311,1.0,tcs-b75-n1
Grids_18.edge,networks,atmost500,2,8.5548,1.0,tcs-b150-n1
Grids_18.edge,networks,atmost500,2,9.1573,1.0,tcs-b125-n1
Grids_18.edge,networks,atmost500,2,9.226,1.0,tcs-b100-n1
Grids_18.edge,networks,atmost500,2,9.7104,1.0,tcs-b50-n1
Grids_18.edge,networks,atmost500,2,13.7356,1.0,jdrasil-b75t1800-n1
Grids_18.edge,networks,atmost500,2,15.5525,1.0,jdrasil-b50-n1
Grids_18.edge,networks,atmost500,2,15.8639,1.0,jdrasil-b75-n1
Grids_18.edge,networks,atmost500,2,16.3346,1.0,jdrasil-b100-n1
Grids_18.edge,networks,atmost500,2,16.4161,1.0,jdrasil-b150-n1
Grids_18.edge,networks,atmost500,2,18.0138,1.0,jdrasil-b125-n1
Grids_19.edge,networks,atmost2000,3,87.5784,1.0,tcs-b150-n1
Grids_19.edge,networks,atmost2000,14,834.999,1.0,jdrasil-b150-n1
Grids_21.edge,networks,atmost2000,3,86.2318,1.0,tcs-b150-n1
Grids_21.edge,networks,atmost2000,14,874.076,1.0,jdrasil-b150-n1
Grids_22.edge,networks,atmost2000,3,89.9417,1.0,tcs-b150-n1
Grids_22.edge,networks,atmost2000,14,825.484,1.0,jdrasil-b150-n1
Grids_23.edge,networks,atmost2000,1,10.4835,1.0,htd-b100-n1
Grids_23.edge,networks,atmost2000,1,22.1536,1.0,tcs-b125-n1
Grids_23.edge,networks,atmost2000,1,26.1989,1.0,tcs-b100-n1
Grids_23.edge,networks,atmost2000,1,66.6004,1.0,jdrasil-b125-n1
Grids_23.edge,networks,atmost2000,1,66.7205,1.0,jdrasil-b100-n1
Grids_23.edge,networks,atmost2000,1,67.0514,1.0,jdrasil-b75t1800-n1
Grids_23.edge,networks,atmost2000,3,31.8842,1.0,tcs-b150-n1
Grids_23.edge,networks,atmost2000,3,348.107,1.0,jdrasil-b150-n1
Grids_24.edge,networks,atmost2000,1,10.8503,1.0,htd-b100-n1
Grids_24.edge,networks,atmost2000,1,21.9092,1.0,tcs-b125-n1
Grids_24.edge,networks,atmost2000,1,24.6171,1.0,tcs-b100-n1
Grids_24.edge,networks,atmost2000,1,58.9194,1.0,jdrasil-b125-n1
Grids_24.edge,networks,atmost2000,1,62.5972,1.0,jdrasil-b100-n1
Grids_24.edge,networks,atmost2000,1,68.1799,1.0,jdrasil-b75t1800-n1
Grids_24.edge,networks,atmost2000,3,33.3828,1.0,tcs-b150-n1
Grids_24.edge,networks,atmost2000,3,395.429,1.0,jdrasil-b150-n1
Grids_25.edge,networks,atmost2000,1,10.3517,1.0,htd-b100-n1
Grids_25.edge,networks,atmost2000,1,22.0034,1.0,tcs-b125-n1
Grids_25.edge,networks,atmost2000,1,25.6758,1.0,tcs-b100-n1
Grids_25.edge,networks,atmost2000,1,60.3967,1.0,jdrasil-b125-n1
Grids_25.edge,networks,atmost2000,1,67.3679,1.0,jdrasil-b100-n1
Grids_25.edge,networks,atmost2000,1,68.2883,1.0,jdrasil-b75t1800-n1
Grids_25.edge,networks,atmost2000,3,33.7866,1.0,tcs-b150-n1
Grids_25.edge,networks,atmost2000,3,342.438,1.0,jdrasil-b150-n1
Grids_26.edge,networks,atmost500,1,16.1015,1.0,tcs-b75-n1
Grids_26.edge,networks,atmost500,1,24.3292,1.0,tcs-b100-n1
Grids_26.edge,networks,atmost500,1,57.981,1.0,jdrasil-b75-n1
Grids_26.edge,networks,atmost500,5,221.989,1.0,jdrasil-b100-n1
Grids_26.edge,networks,atmost500,5,224.601,1.0,jdrasil-b75t1800-n1
Grids_26.edge,networks,atmost500,5,1228.25,1.0,jdrasil-b150-n1
Grids_27.edge,networks,atmost2000,1,11.6674,1.0,htd-b100-n1
Grids_27.edge,networks,atmost2000,1,23.6344,1.0,tcs-b125-n1
Grids_27.edge,networks,atmost2000,1,26.2436,1.0,tcs-b100-n1
Grids_27.edge,networks,atmost2000,1,63.7491,1.0,jdrasil-b125-n1
Grids_27.edge,networks,atmost2000,1,68.5597,1.0,jdrasil-b75t1800-n1
Grids_27.edge,networks,atmost2000,1,70.6427,1.0,jdrasil-b100-n1
Grids_27.edge,networks,atmost2000,3,31.8335,1.0,tcs-b150-n1
Grids_27.edge,networks,atmost2000,3,339.511,1.0,jdrasil-b150-n1
Grids_28.edge,networks,atmost500,1,16.9968,1.0,tcs-b75-n1
Grids_28.edge,networks,atmost500,1,23.4548,1.0,tcs-b100-n1
Grids_28.edge,networks,atmost500,1,64.1503,1.0,jdrasil-b75-n1
Grids_28.edge,networks,atmost500,5,232.988,1.0,jdrasil-b75t1800-n1
Grids_28.edge,networks,atmost500,5,244.169,1.0,jdrasil-b100-n1
Grids_29.edge,networks,atmost500,1,17.2705,1.0,tcs-b75-n1
Grids_29.edge,networks,atmost500,1,23.2696,1.0,tcs-b100-n1
Grids_29.edge,networks,atmost500,1,55.83,1.0,jdrasil-b75-n1
Grids_29.edge,networks,atmost500,5,227.66,1.0,jdrasil-b75t1800-n1
Grids_29.edge,networks,atmost500,5,228.409,1.0,jdrasil-b100-n1
Grids_29.edge,networks,atmost500,5,1408.81,1.0,jdrasil-b150-n1
Grids_30.edge,networks,atmost500,2,8.7489,1.0,tcs-b125-n1
Grids_30.edge,networks,atmost500,2,9.2148,1.0,tcs-b100-n1
Grids_30.edge,networks,atmost500,2,9.299,1.0,tcs-b150-n1
Grids_30.edge,networks,atmost500,2,9.4629,1.0,tcs-b75-n1
Grids_30.edge,networks,atmost500,2,10.6351,1.0,tcs-b50-n1
Grids_30.edge,networks,atmost500,2,14.6252,1.0,jdrasil-b75t1800-n1
Grids_30.edge,networks,atmost500,2,15.4809,1.0,jdrasil-b150-n1
Grids_30.edge,networks,atmost500,2,15.9688,1.0,jdrasil-b50-n1
Grids_30.edge,networks,atmost500,2,17.1449,1.0,jdrasil-b125-n1
Grids_30.edge,networks,atmost500,2,17.1689,1.0,jdrasil-b75-n1
Grids_30.edge,networks,atmost500,2,17.3817,1.0,jdrasil-b100-n1
HallJankoGraph.gr,pace2016,atmost200,4,32.3108,1.0,tcs-b125-n1
HallJankoGraph.gr,pace2016,atmost200,4,32.6135,1.0,tcs-b100-n1
HallJankoGraph.gr,pace2016,atmost200,4,33.555,1.0,tcs-b150-n1
HigmanSimsGraph.gr,pace2016,atmost200,1,3.4834,1.0,htd-b150-n1
HigmanSimsGraph.gr,pace2016,atmost200,1,3.5406,1.0,htd-b100-n1
HigmanSimsGraph.gr,pace2016,atmost200,1,13.739,1.0,jdrasil-b75-n1
HigmanSimsGraph.gr,pace2016,atmost200,1,14.0785,1.0,jdrasil-b25-n1
HigmanSimsGraph.gr,pace2016,atmost200,1,14.2246,1.0,jdrasil-b50-n1
HigmanSimsGraph.gr,pace2016,atmost200,1,28.6492,1.0,tcs-b50-n1
HigmanSimsGraph.gr,pace2016,atmost200,1,30.9681,1.0,tcs-b75-n1
HigmanSimsGraph.gr,pace2016,atmost200,5,129.982,1.0,tcs-b125-n1
HigmanSimsGraph.gr,pace2016,atmost200,5,130.731,1.0,tcs-b100-n1
HigmanSimsGraph.gr,pace2016,atmost200,5,131.794,1.0,tcs-b150-n1
ImageAlignment_11.edge,networks,atmost500,1,4.1109,1.0,htd-b100-n1
ImageAlignment_11.edge,networks,atmost500,1,4.3311,1.0,htd-b150-n1
ImageAlignment_11.edge,networks,atmost500,1,9.1507,1.0,tcs-b100-n1
ImageAlignment_11.edge,networks,atmost500,1,9.3671,1.0,tcs-b75-n1
ImageAlignment_11.edge,networks,atmost500,1,9.4396,1.0,tcs-b150-n1
ImageAlignment_11.edge,networks,atmost500,1,9.768,1.0,tcs-b125-n1
ImageAlignment_11.edge,networks,atmost500,1,11.7971,1.0,jdrasil-b125-n1
ImageAlignment_11.edge,networks,atmost500,1,11.9991,1.0,tcs-b50-n1
ImageAlignment_11.edge,networks,atmost500,1,12.7063,1.0,jdrasil-b75t1800-n1
ImageAlignment_11.edge,networks,atmost500,1,13.1122,1.0,jdrasil-b150-n1
ImageAlignment_11.edge,networks,atmost500,1,13.2177,1.0,jdrasil-b75-n1
ImageAlignment_11.edge,networks,atmost500,1,13.3041,1.0,jdrasil-b50-n1
ImageAlignment_11.edge,networks,atmost500,1,13.9019,1.0,jdrasil-b100-n1
ImageAlignment_14.edge,networks,atmost500,1,6.234,1.0,tcs-b75-n1
ImageAlignment_14.edge,networks,atmost500,1,6.5207,1.0,tcs-b50-n1
ImageAlignment_14.edge,networks,atmost500,1,6.6344,1.0,tcs-b125-n1
ImageAlignment_14.edge,networks,atmost500,1,6.8495,1.0,tcs-b150-n1
ImageAlignment_14.edge,networks,atmost500,1,7.8153,1.0,tcs-b100-n1
ImageAlignment_14.edge,networks,atmost500,1,9.7684,1.0,jdrasil-b75-n1
ImageAlignment_14.edge,networks,atmost500,1,11.5826,1.0,jdrasil-b50-n1
ImageAlignment_14.edge,networks,atmost500,1,13.076,1.0,jdrasil-b125-n1
ImageAlignment_14.edge,networks,atmost500,1,15.5166,1.0,jdrasil-b75t1800-n1
ImageAlignment_14.edge,networks,atmost500,1,19.364,1.0,jdrasil-b150-n1
ImageAlignment_14.edge,networks,atmost500,1,19.9001,1.0,jdrasil-b100-n1
ImageAlignment_15.edge,networks,atmost500,1,7.0863,1.0,tcs-b100-n1
ImageAlignment_15.edge,networks,atmost500,1,7.1618,1.0,tcs-b150-n1
ImageAlignment_15.edge,networks,atmost500,1,7.2065,1.0,tcs-b50-n1
ImageAlignment_15.edge,networks,atmost500,1,7.2882,1.0,tcs-b125-n1
ImageAlignment_15.edge,networks,atmost500,1,8.1485,1.0,tcs-b75-n1
ImageAlignment_15.edge,networks,atmost500,1,11.6091,1.0,jdrasil-b125-n1
ImageAlignment_15.edge,networks,atmost500,1,12.1709,1.0,jdrasil-b75-n1
ImageAlignment_15.edge,networks,atmost500,1,12.8203,1.0,jdrasil-b100-n1
ImageAlignment_15.edge,networks,atmost500,1,13.0468,1.0,jdrasil-b50-n1
ImageAlignment_15.edge,networks,atmost500,1,13.4215,1.0,jdrasil-b150-n1
ImageAlignment_15.edge,networks,atmost500,1,13.8972,1.0,jdrasil-b75t1800-n1
JohnsonGraph_10_4.gr,pace2016,atmost500,2,84.1709,1.0,tcs-b150-n1
JohnsonGraph_10_4.gr,pace2016,atmost500,2,254.559,1.0,jdrasil-b150-n1
LjubljanaGraph.gr,pace2016,atmost200,1,9.3135,1.0,jdrasil-b50-n1
LjubljanaGraph.gr,pace2016,atmost200,1,9.3188,1.0,tcs-b50-n1
LjubljanaGraph.gr,pace2016,atmost200,1,10.4917,1.0,jdrasil-b125-n1
LjubljanaGraph.gr,pace2016,atmost200,1,12.6776,1.0,tcs-b100-n1
LjubljanaGraph.gr,pace2016,atmost200,1,13.287,1.0,tcs-b75-n1
LjubljanaGraph.gr,pace2016,atmost200,1,13.4417,1.0,tcs-b125-n1
LjubljanaGraph.gr,pace2016,atmost200,1,13.6239,1.0,tcs-b150-n1
LjubljanaGraph.gr,pace2016,atmost200,1,13.959,1.0,jdrasil-b100-n1
LjubljanaGraph.gr,pace2016,atmost200,1,14.4472,1.0,jdrasil-b75-n1
LjubljanaGraph.gr,pace2016,atmost200,1,17.2417,1.0,jdrasil-b150-n1
LjubljanaGraph.gr,pace2016,atmost200,1,17.7869,1.0,jdrasil-b75t1800-n1
Pedigree_11.edge,networks,atmost500,1,8.3515,1.0,tcs-b50-n1
Pedigree_11.edge,networks,atmost500,1,17.6927,1.0,jdrasil-b50-n1
Pedigree_11.edge,networks,atmost500,1,443.954,1.0,jdrasil-b75-n1
Pedigree_11.edge,networks,atmost500,2,14.0547,1.0,tcs-b75-n1
Pedigree_11.edge,networks,atmost500,2,15.2915,1.0,tcs-b100-n1
Pedigree_11.edge,networks,atmost500,2,15.8231,1.0,tcs-b150-n1
Pedigree_11.edge,networks,atmost500,2,15.9775,1.0,tcs-b125-n1
Pedigree_11.edge,networks,atmost500,2,138.427,1.0,jdrasil-b100-n1
Pedigree_11.edge,networks,atmost500,2,146.539,1.0,jdrasil-b150-n1
Pedigree_11.edge,networks,atmost500,2,149.602,1.0,jdrasil-b125-n1
Pedigree_11.edge,networks,atmost500,2,152.973,1.0,jdrasil-b75t1800-n1
Pedigree_12.edge,networks,atmost500,1,7.0795,1.0,tcs-b75-n1
Pedigree_12.edge,networks,atmost500,1,7.1276,1.0,tcs-b50-n1
Pedigree_12.edge,networks,atmost500,1,7.1808,1.0,tcs-b100-n1
Pedigree_12.edge,networks,atmost500,1,7.4652,1.0,tcs-b125-n1
Pedigree_12.edge,networks,atmost500,1,7.48,1.0,tcs-b150-n1
Pedigree_12.edge,networks,atmost500,1,17.2332,1.0,jdrasil-b50-n1
Pedigree_12.edge,networks,atmost500,1,23.212,1.0,jdrasil-b75-n1
Pedigree_12.edge,networks,atmost500,1,25.0793,1.0,jdrasil-b125-n1
Pedigree_12.edge,networks,atmost500,1,26.5395,1.0,jdrasil-b100-n1
Pedigree_12.edge,networks,atmost500,1,29.2897,1.0,jdrasil-b150-n1
Pedigree_12.edge,networks,atmost500,1,30.7823,1.0,jdrasil-b75t1800-n1
Promedas_12.edge,networks,atmost2000,9,6561.85,1.0,tcs-b150-n1
Promedas_12.edge,networks,atmost2000,11,572.128,1.0,jdrasil-b125-n1
Promedas_14.edge,networks,atmost2000,12,1137.68,1.0,jdrasil-b150-n1
Promedas_17.edge,networks,atmost2000,2,11.1102,1.0,htd-b150-n1
Promedas_17.edge,networks,atmost2000,2,238.036,1.0,jdrasil-b125-n1
Promedas_17.edge,networks,atmost2000,6,6627.97,1.0,tcs-b150-n1
Promedas_17.edge,networks,atmost2000,17,1736.98,1.0,jdrasil-b150-n1
Promedas_20.edge,networks,atmost2000,11,505.311,1.0,jdrasil-b150-n1
Promedas_22.edge,networks,atmost2000,1,14.6993,1.0,htd-b150-n1
Promedas_22.edge,networks,atmost2000,4,262.865,1.0,jdrasil-b125-n1
Promedas_22.edge,networks,atmost2000,7,5718.54,1.0,tcs-b150-n1
Promedas_22.edge,networks,atmost2000,14,1018.49,1.0,tcs-b125-n1
Promedas_22.edge,networks,atmost2000,15,644.702,1.0,jdrasil-b150-n1
Promedas_23.edge,networks,atmost2000,1,15.5847,1.0,htd-b150-n1
Promedas_23.edge,networks,atmost2000,17,653.995,1.0,jdrasil-b150-n1
Promedas_24.edge,networks,atmost2000,5,41.8823,1.0,tcs-b75-n1
Promedas_24.edge,networks,atmost2000,5,293.141,1.0,jdrasil-b100-n1
Promedas_24.edge,networks,atmost2000,5,312.687,1.0,jdrasil-b75t1800-n1
Promedas_24.edge,networks,atmost2000,5,6495.32,1.0,tcs-b150-n1
Promedas_24.edge,networks,atmost2000,7,144.971,1.0,jdrasil-b75-n1
Promedas_24.edge,networks,atmost2000,8,598.634,1.0,tcs-b100-n1
Promedas_25.edge,networks,atmost2000,2,9.4271,1.0,htd-b150-n1
Promedas_25.edge,networks,atmost2000,11,1044.54,1.0,jdrasil-b125-n1
Promedas_27.edge,networks,atmost2000,5,202.263,1.0,jdrasil-b100-n1
Promedas_27.edge,networks,atmost2000,5,210.154,1.0,jdrasil-b75t1800-n1
Promedas_27.edge,networks,atmost2000,8,1199.7,1.0,jdrasil-b125-n1
Promedas_29.edge,networks,atmost2000,6,466.769,1.0,jdrasil-b125-n1
Promedas_30.edge,networks,atmost2000,13,1615.54,1.0,jdrasil-b125-n1
Promedas_31.edge,networks,atmost2000,12,2100.92,1.0,jdrasil-b150-n1
Promedas_31.edge,networks,atmost2000,14,1335.75,1.0,jdrasil-b125-n1
Promedas_33.edge,networks,atmost2000,1,99.8849,1.0,jdrasil-b75-n1
Promedas_33.edge,networks,atmost2000,5,199.431,1.0,tcs-b100-n1
Promedas_33.edge,networks,atmost2000,6,218.313,1.0,jdrasil-b75t1800-n1
Promedas_33.edge,networks,atmost2000,6,238.764,1.0,jdrasil-b100-n1
Promedas_33.edge,networks,atmost2000,7,52.3398,1.0,tcs-b75-n1
Promedas_34.edge,networks,atmost2000,2,8.4543,1.0,htd-b100-n1
Promedas_34.edge,networks,atmost2000,2,8.4701,1.0,htd-b150-n1
Promedas_34.edge,networks,atmost2000,8,309.392,1.0,jdrasil-b75t1800-n1
Promedas_34.edge,networks,atmost2000,8,323.276,1.0,jdrasil-b100-n1
Promedas_34.edge,networks,atmost2000,9,508.876,1.0,tcs-b125-n1
Promedas_34.edge,networks,atmost2000,13,1378.54,1.0,jdrasil-b125-n1
Promedas_34.edge,networks,atmost2000,13,1495.28,1.0,tcs-b100-n1
Promedas_35.edge,networks,atmost2000,3,4.6103,1.0,htd-b150-n1
Promedas_35.edge,networks,atmost2000,4,7.0035,1.0,htd-b100-n1
Promedas_35.edge,networks,atmost2000,9,214.04,1.0,jdrasil-b100-n1
